periodos,zona,viajeros_nacional,viajeros_andalucia,viajeros_aragon,viajeros_asturias,viajeros_balears,viajeros_canarias,viajeros_cantabria,viajeros_castilla_leon,viajeros_castilla_mancha,viajeros_cataluña,viajeros_valencia,viajeros_extremadura,viajeros_galicia,viajeros_madrid,viajeros_murcia,viajeros_navarra,viajeros_pais_vasco,viajeros_rioja,viajeros_ceuta,viajeros_melilla,pernoc_total_nacional,pernoc_andalucia,pernoc_aragon,pernoc_asturias,pernoc_balears,pernoc_canarias,pernoc_cantabria,pernoc_castilla_leon,pernoc_castilla_mancha,pernoc_cataluña,pernoc_valencia,pernoc_extremadura,pernoc_galicia,pernoc_madrid,pernoc_murcia,pernoc_navarra,pernoc_paisvasco,pernoc_rioja,pernoc_ceuta,pernoc_melilla
2023M03,41 Sevilla,100,42.85,1.41,1.14,1.34,1.8,0.88,2.89,3.35,7.22,4.59,4.49,2.22,20.21,1.61,0.71,1.87,0.68,0.63,0.11,100,39.68,1.63,1.37,1.58,2.17,0.97,3.19,3.5,7.79,4.96,3.84,2.55,20.4,1.76,0.83,2.27,0.78,0.59,0.14
2023M03,"07 Balears, Illes",100,5.39,0.64,0.95,35.53,1.81,0.55,4.02,1.56,13.28,6.02,0.61,4.23,20.54,2.26,0.58,0.93,0.09,0.09,0.92,100,6.03,0.65,2.34,23.37,4.39,2.33,6.16,1.65,15.3,5.91,1.93,7.06,17.66,2,1.23,1.15,0.05,0.06,0.7
2023M03,08 Barcelona,100,5.97,2.11,0.7,2.11,1.92,0.4,1.79,1.58,45.09,5.84,0.62,2.93,19.89,0.96,0.89,6.12,0.54,0.13,0.4,100,6.58,1.73,0.82,1.86,1.93,0.41,2.43,1.45,44.06,5.59,0.86,3.91,19.29,0.95,0.81,6.25,0.44,0.14,0.48
2023M03,17 Girona,100,2.62,1.07,0.7,0.8,0.66,0.19,0.58,0.39,81.13,3.98,0.2,1.13,4.55,0.29,0.2,1.37,0.1,0.02,0.02,100,6.32,1.15,1.35,1.38,1.57,0.34,0.84,0.5,67.15,7.45,0.41,2.45,6.36,0.28,0.54,1.75,0.11,0.03,0.01
2023M03,46 Valencia/València,100,12.83,3.05,1,1.64,0.97,0.59,3.65,4.33,12.68,21.61,1.13,1.8,27.77,3.5,0.52,2.23,0.48,0.21,0,100,13.86,3.18,1.25,1.59,1.38,0.6,4.47,4.13,11.72,19.4,1.06,2.47,28.19,2.8,0.64,2.51,0.53,0.22,0
2023M03,28 Madrid,100,13.31,2.59,2.4,2.27,3.12,1.74,4.62,3.33,14.6,8.33,2.44,4.71,26.61,2.45,1.39,4.33,0.77,0.2,0.8,100,13.99,2.61,2.38,2.34,3.84,1.65,4.33,3.1,14.71,8.06,2.28,4.91,25.78,2.37,1.32,4.39,0.75,0.24,0.95
2023M02,29 Málaga,100,58.03,0.61,0.56,1.13,1.07,0.43,1.4,1.74,5.7,3.25,1.41,1.34,16.17,1.51,0.48,2.5,0.18,0.62,1.86,100,50.59,0.72,0.73,1.37,1.54,0.45,2.01,2.04,8.34,3.32,1.44,1.99,18.8,1.03,0.42,2.99,0.16,0.5,1.57
2023M02,41 Sevilla,100,46.71,0.91,0.99,1.48,2.06,0.9,2.87,2.48,6.26,4.39,4.41,2.12,19.13,1.62,0.64,1.7,0.55,0.62,0.14,100,42.11,1.15,1.16,1.62,2.4,1.06,3.36,2.67,6.56,5.28,3.85,2.81,20.12,1.66,0.68,2.13,0.7,0.57,0.11
2023M02,"07 Balears, Illes",100,7.24,0.71,1.72,34.1,0.58,0.33,3.33,0.73,17.85,7.67,0.24,1.12,18.81,0.63,0.28,4.54,0.08,0.02,0.01,100,9.54,0.6,3.19,22.99,0.48,0.21,4.12,0.56,17.55,6.72,3.11,1.17,18.45,2.32,0.16,8.72,0.09,0.01,0.01
2023M02,08 Barcelona,100,6.81,2.39,0.83,2.52,2.49,0.58,1.51,1.55,43.37,5.97,0.62,2.54,21.26,0.92,1.06,4.53,0.48,0.09,0.48,100,7.59,2.17,1.2,2.21,2.51,0.59,1.72,1.79,41.92,5.67,0.58,2.87,21.62,0.9,0.98,4.74,0.47,0.09,0.35
2023M02,17 Girona,100,1.97,0.84,0.31,1.04,0.41,0.25,0.62,0.4,81.73,3.76,0.27,0.76,5.29,0.81,0.24,1.23,0.08,0.01,0,100,3.43,0.76,0.33,1.4,0.89,0.7,0.83,0.52,71.22,5.74,0.38,2.43,7.6,0.95,0.46,2.29,0.05,0.02,0
2023M02,46 Valencia/València,100,13.1,2.74,0.81,2.13,1.04,0.63,2.77,3.67,11.81,26.08,0.75,1.63,25.3,3.67,0.62,2.1,0.36,0.71,0.08,100,12.7,2.65,1.14,2.11,1.23,0.85,3.35,3.79,11.63,22.56,1.01,2.11,25.87,3.6,0.71,2.65,0.45,1.48,0.1
2023M02,28 Madrid,100,13.85,2.31,2.54,2.28,3.16,1.84,4.46,3.47,13.73,8.05,2.51,4.51,26.48,2.57,1.55,5.03,0.87,0.26,0.53,100,15.03,2.18,2.65,2.49,3.76,1.83,4.24,3.27,14.05,7.96,2.26,4.76,24.65,2.43,1.53,5.12,0.93,0.26,0.62
2023M01,29 Málaga,100,55.37,0.94,0.9,1.41,0.93,0.42,1.36,2.52,5.86,3.2,1.54,1.3,16.12,1.62,0.32,1.96,0.26,1.16,2.8,100,48.06,1.02,1.81,1.82,0.95,0.45,1.8,2.83,8.86,4.28,1.45,1.64,16.95,1.39,0.45,2.35,0.36,0.98,2.56
2023M01,41 Sevilla,100,47.86,1.09,0.9,2.25,1.89,0.84,3.1,3.11,7.6,4.9,4.5,1.62,15.56,1.24,0.57,1.98,0.31,0.5,0.19,100,42.41,1.43,1.06,2.46,2.19,0.89,3.31,3.39,7.97,5.87,3.93,2.2,17.32,1.51,0.66,2.45,0.32,0.45,0.17
2023M01,"07 Balears, Illes",100,4.73,0.41,0.51,46.47,0.75,0.29,1.11,0.78,13.14,6.09,0.43,1.25,17.99,1.12,2.68,2.04,0.16,0.05,0.01,100,4.9,0.46,0.8,46.88,0.77,0.35,1.42,0.8,12.4,5.75,0.45,2,17.43,0.95,2.42,2.02,0.11,0.07,0.01
2023M01,08 Barcelona,100,5.39,2.49,0.9,2.5,1.52,0.52,1.58,1.34,43.11,6.3,0.71,2.37,22.64,0.87,1.18,5.23,0.43,0.13,0.81,100,5.88,2.5,1.07,2.18,1.58,0.57,1.65,1.4,42.38,5.88,0.84,3.11,22.83,0.83,1.23,5.06,0.38,0.12,0.51
2023M01,17 Girona,100,2.03,0.74,0.26,0.88,0.35,0.27,0.48,0.43,81.74,4.14,0.28,1.45,4.88,0.43,0.18,1.33,0.06,0.06,0,100,2.14,0.79,0.45,1.76,0.37,0.84,0.79,0.49,72.37,5.73,0.24,3.35,6.16,2.01,0.2,2.14,0.05,0.13,0
2023M01,46 Valencia/València,100,11.27,3.1,1.08,2.15,0.81,0.52,2.4,4,12.14,28.09,0.63,1.71,25.09,3.93,0.71,1.73,0.46,0.1,0.08,100,10.71,3.54,1.2,2.33,1.17,0.64,2.84,4.52,11.72,24.95,0.71,2.02,26.5,3.82,0.79,1.85,0.52,0.12,0.05
2023M01,28 Madrid,100,12.96,2.45,2.38,2.72,3.24,1.58,5.37,4.1,12.71,9.63,2.76,4.05,25.18,2.95,1.52,4.79,0.85,0.59,0.18,100,13.79,2.33,2.39,2.98,3.47,1.59,4.86,3.77,13.24,9.61,2.47,4.36,24.25,2.76,1.46,4.79,0.79,0.87,0.21
2022M12,29 Málaga,100,53.92,0.67,1.02,1.3,0.99,0.91,1.84,2.64,5.46,3.73,1.36,1.22,16.96,2.02,0.42,1.56,0.25,1.01,2.71,100,45.64,0.82,1.82,1.49,1.05,0.87,2.92,2.72,7.84,4.42,1.22,1.81,19.54,1.47,0.76,2.11,0.37,0.8,2.32
2022M12,41 Sevilla,100,42.15,1.16,1.11,1.89,1.8,0.52,2.62,3.33,7.71,4.78,4.78,1.54,20.03,2.06,0.82,2.53,0.31,0.58,0.28,100,35.52,1.56,1.46,2.05,2.36,0.65,3.09,3.43,8.32,5.77,3.79,2.13,21.58,2.09,1.16,3.72,0.38,0.58,0.35
2022M12,"07 Balears, Illes",100,5.48,0.48,0.44,47.4,0.64,0.51,2.81,0.78,14.3,5.94,0.63,2.48,13.81,1.12,0.58,2.15,0.39,0.01,0.06,100,5.8,0.51,0.47,41.75,1.2,0.46,2.55,0.71,16.46,5.83,0.81,3.15,14.86,1.46,0.7,2.84,0.41,0,0.02
2022M12,08 Barcelona,100,6.48,2.47,0.7,2.86,1.59,0.53,1.53,1.49,44.63,6.28,0.48,2.33,21,1.01,0.95,4.72,0.54,0.2,0.21,100,7.32,2.04,0.83,2.59,1.57,0.5,1.72,1.65,44.3,5.85,0.58,2.73,20.46,0.99,0.89,5.06,0.53,0.17,0.22
2022M12,17 Girona,100,2.05,0.67,0.25,0.85,0.19,0.08,0.54,0.6,81.18,3.39,0.22,0.79,5.87,1.98,0.18,1.07,0.05,0.03,0,100,3.17,0.51,0.46,0.91,0.22,0.14,0.91,0.88,71.93,4.33,0.28,1.87,7.5,4.02,0.22,2.56,0.07,0.01,0
2022M12,46 Valencia/València,100,11.9,2.92,0.78,2.5,0.88,0.4,2.36,3.87,12.65,28.96,0.67,1.69,22.46,4.44,1.02,2.1,0.31,0.06,0.03,100,12.11,3.6,0.95,2.33,1.09,0.4,2.69,3.84,12.39,25.18,0.83,2.18,23.83,4.34,1.21,2.61,0.32,0.06,0.03
2022M12,28 Madrid,100,12.51,2.56,2.46,1.97,2.91,1.58,5.37,3.71,12.36,10.01,2.73,4.15,26.49,2.95,1.52,5.06,1.04,0.26,0.37,100,13.47,2.36,2.48,2.12,3.78,1.68,4.65,3.07,13.16,10.2,2.56,4.59,24.65,2.62,1.64,5.22,0.95,0.34,0.47
2022M11,29 Málaga,100,53.07,0.87,0.76,1.19,1.04,0.35,1.75,1.88,7.23,4.11,1.26,1.34,17.39,1.96,0.52,1.89,0.14,0.72,2.52,100,46.88,1.16,1.86,1.16,1.1,0.51,2.34,1.95,8.9,4.75,1.08,2.11,17.97,1.95,0.99,2.46,0.2,0.62,2.01
2022M11,41 Sevilla,100,40.39,1.36,1.09,1.9,1.92,0.94,3.01,3.19,9.27,4.67,4.2,1.89,20.31,1.81,0.78,2.1,0.62,0.41,0.13,100,36.85,1.84,1.29,2.17,2.24,1.01,3.03,3.09,9.86,5.54,3.31,2.02,21.17,1.79,0.89,2.88,0.59,0.32,0.13
2022M11,"07 Balears, Illes",100,6.36,1.27,0.84,36.89,1.32,0.47,1.08,0.98,18.78,7.76,0.27,3.14,17.1,1.25,0.52,1.81,0.14,0,0.03,100,7.12,1,1.65,35.49,1.72,0.53,1.28,1.13,17.21,7.96,0.38,3.91,16.99,1.31,0.39,1.77,0.16,0,0.02
2022M11,08 Barcelona,100,6.82,2.31,0.77,3.39,1.95,0.86,1.58,1.52,40.47,7,0.86,2.52,22.46,0.86,0.93,3.96,0.48,0.79,0.46,100,7.74,2.05,0.87,3.34,1.93,0.81,1.81,1.64,40.91,6.71,0.93,3.27,20.42,0.87,1,3.8,0.57,0.94,0.39
2022M11,17 Girona,100,2.65,0.95,0.75,1.34,0.34,0.48,1.07,0.71,80.09,3.89,0.25,0.71,5.25,0.22,0.24,0.97,0.09,0.02,0,100,4.8,0.91,2.54,1.44,0.36,1.5,1.37,0.94,72.49,4.46,0.24,1.33,5.19,0.3,0.3,1.73,0.09,0.02,0
2022M11,46 Valencia/València,100,11.25,2.26,0.91,1.87,0.96,0.53,2.64,3.94,13.78,27.3,0.7,2.07,24.22,4.03,0.77,2.06,0.58,0.06,0.06,100,11.63,2.33,1.18,1.98,1.23,0.72,2.62,4.21,13.08,26.84,0.77,2.78,23.28,3.46,0.78,2.46,0.49,0.1,0.05
2022M11,28 Madrid,100,14.17,2.4,2.48,2.34,2.92,1.81,5.16,3.66,13.9,8.54,2.61,4.46,24.27,3.15,1.96,4.89,0.85,0.23,0.19,100,14.68,2.26,2.55,2.56,3.5,2.01,4.63,3.17,14.07,8.12,2.46,4.94,23.65,3.13,2.13,4.91,0.78,0.25,0.2
2022M10,29 Málaga,100,53.74,0.86,1.08,0.96,0.98,0.76,2.1,2.28,5.46,3.48,2.11,2.31,16.66,1.63,0.77,2.05,0.28,1.01,1.49,100,45.99,1.09,1.58,0.89,1.09,1.11,3.75,2.68,5.76,3.55,2.87,3.28,18.45,1.37,1.25,2.87,0.39,0.78,1.26
2022M10,41 Sevilla,100,42.63,1.4,1.28,1.52,1.99,0.92,3.2,2.43,9,4.39,3.45,2.01,19.87,1.6,0.76,2.26,0.6,0.55,0.15,100,36.45,1.72,1.79,1.63,2.45,1.12,3.66,2.78,9.82,4.95,2.78,2.51,21.38,1.75,0.9,2.96,0.73,0.49,0.14
2022M10,"07 Balears, Illes",100,6.97,1.22,0.85,47.07,1.06,0.84,1.37,1.04,12.15,4.57,0.65,1.31,16.9,0.78,0.47,2.13,0.21,0.07,0.33,100,8.45,1.19,1,42.53,1.12,0.81,1.77,1.22,12.73,4.52,0.83,1.48,18.01,0.76,0.49,2.45,0.19,0.09,0.35
2022M10,08 Barcelona,100,6.94,2.1,0.71,2.43,1.54,0.72,1.51,1.33,49.22,5.62,0.69,2.55,18.32,0.88,0.89,3.43,0.36,0.72,0.04,100,7.76,1.88,0.85,2.13,1.53,0.79,1.51,1.32,48.24,5.22,1.2,3.13,17.53,0.98,0.89,3.66,0.31,1.03,0.04
2022M10,17 Girona,100,2.23,1.1,0.39,0.49,0.31,0.18,0.57,0.83,80.27,4.4,0.49,0.61,5.1,0.51,0.3,2.04,0.15,0.01,0.01,100,3.52,1.61,0.88,0.55,0.47,0.27,0.52,1.61,73.94,5.97,0.65,0.74,5.32,0.72,0.44,2.59,0.16,0.01,0.03
2022M10,46 Valencia/València,100,11.3,2.56,0.9,1.77,0.91,0.58,2.52,4.21,14.83,26.18,0.78,2.45,23.45,3.85,0.8,2.17,0.5,0.13,0.09,100,11.37,2.63,0.99,1.79,1.08,0.8,3.03,4.1,13.74,24.7,0.93,3.43,23.85,3.22,0.89,2.64,0.54,0.15,0.11
2022M10,28 Madrid,100,14.29,2.5,2.78,1.98,3.65,1.84,4.95,3.61,12.89,8.34,2.5,4.65,24.78,3.15,1.43,4.95,0.91,0.48,0.31,100,15.11,2.36,2.81,2.17,4.02,1.84,4.45,3.33,13.36,8.47,2.24,4.87,24.06,3,1.43,4.94,0.8,0.49,0.26
2022M09,29 Málaga,100,55.88,0.83,1.21,0.91,1.31,0.53,2.56,2.49,4.7,2.82,3.03,1.41,15.63,1.82,0.58,1.89,0.34,0.97,1.11,100,50.35,0.92,1.88,0.86,1.14,0.85,3.59,2.98,4.28,2.22,4.71,1.65,17.37,1.67,0.69,2.77,0.49,0.8,0.77
2022M09,41 Sevilla,100,42.32,1.26,1.29,1.43,2.37,1.14,2.98,2.72,8.52,4.36,4.12,2.23,19.58,1.52,0.81,2.03,0.63,0.53,0.14,100,37.8,1.51,1.46,1.49,2.73,1.41,3.39,2.7,9.09,5.13,3.56,2.48,21.22,1.5,0.84,2.33,0.68,0.52,0.17
2022M09,"07 Balears, Illes",100,9.26,1.28,1.99,28.34,1.74,1.51,2.1,1.21,15.69,6.14,0.98,2.74,20.35,1.56,0.66,3.38,0.48,0.34,0.23,100,10.29,1.46,2.55,27.46,1.37,1.45,2.54,1.29,15.18,5.4,1.03,3.22,19.09,1.88,0.73,4.01,0.56,0.32,0.16
2022M09,08 Barcelona,100,7.48,2.4,1.55,2.12,1.59,0.45,1.76,1.43,48.35,5.59,0.64,2.3,18.91,0.81,0.78,3.31,0.33,0.07,0.1,100,7.31,2.12,1.65,1.84,1.41,0.42,1.69,1.42,49.93,4.81,0.68,2.97,18.29,0.89,0.86,3.3,0.27,0.07,0.06
2022M09,17 Girona,100,2.29,1.59,0.39,0.5,0.24,0.19,1.14,0.74,79.93,3,0.31,0.71,4.48,0.87,0.69,2.57,0.29,0.03,0.03,100,2.87,2.29,0.76,0.45,0.2,0.48,2.01,1.11,73.41,3.36,0.46,1.05,4.78,0.94,1.24,4.18,0.36,0.02,0.02
2022M09,46 Valencia/València,100,11.98,2.54,0.98,1.8,1.17,0.47,4.02,5.92,12.79,20.78,0.94,2.04,25.74,3.94,0.82,3.08,0.58,0.36,0.05,100,9.98,2.53,1.07,1.57,1.18,0.64,5.87,7.53,9.76,18.13,1.26,2.39,29.4,3.15,0.91,3.65,0.67,0.25,0.05
2022M09,28 Madrid,100,13.49,2.69,3.05,2.31,2.92,2.17,5.09,3.23,13.04,7.93,2.76,4.77,25.3,2.81,1.65,5.13,1.11,0.31,0.24,100,14.23,2.41,2.98,2.48,3.39,2.25,4.67,3.07,13.72,7.59,2.59,5.22,24.28,2.71,1.56,5.26,1.02,0.34,0.23
2022M08,29 Málaga,100,52.73,0.86,0.79,0.88,0.78,0.3,2.52,3.74,4.98,3.02,3.65,1.31,18.12,1.68,0.43,2.22,0.25,1.01,0.72,100,45.02,1.29,1.26,0.91,0.72,0.36,3.73,4.44,4.68,2.64,4.69,1.49,22.22,1.3,0.55,3.24,0.36,0.67,0.46
2022M08,41 Sevilla,100,48.63,1.22,1.43,0.58,1.84,0.93,3.06,2.44,9.02,4.06,4.34,2.1,14.22,1.22,0.79,2.95,0.49,0.48,0.18,100,44.28,1.33,1.55,0.75,2.11,1,3.11,2.43,11.2,4.77,3.74,2.48,15.05,1.36,0.74,3.05,0.41,0.49,0.15
2022M08,"07 Balears, Illes",100,10.2,1.01,1.39,26.43,1.07,1.26,1.63,1.5,16.97,7.03,1.23,2.68,19.6,2.02,0.6,4.55,0.73,0.09,0.01,100,10.33,1.14,1.78,24.28,0.87,1.19,1.59,1.27,17.79,6.45,1.21,2.54,20.32,1.86,0.62,5.66,0.95,0.12,0.03
2022M08,08 Barcelona,100,6.84,2.83,0.58,1.34,1.87,0.77,1.6,1.68,54.17,4.92,0.59,2.02,14.96,1.08,1.01,2.99,0.52,0.2,0.03,100,6,2.95,0.55,1.22,1.31,0.64,1.5,1.49,58.69,4.07,0.58,1.86,13.26,0.88,1.07,3.17,0.56,0.16,0.04
2022M08,17 Girona,100,2.08,1.36,0.34,0.4,0.19,0.28,0.83,1.02,76.4,4.21,0.24,0.81,6.58,0.45,1.11,3.34,0.35,0.02,0,100,2.16,1.61,0.4,0.25,0.16,0.35,1.22,1.04,71.94,4.35,0.24,1.05,7.35,0.85,1.24,5.32,0.43,0.04,0
2022M08,46 Valencia/València,100,11.28,3.55,0.64,1.36,0.64,0.38,3.79,7.41,11.41,18.04,0.92,1.35,31.77,3.1,0.72,2.84,0.67,0.09,0.05,100,8.77,3.46,0.8,1.09,0.64,0.38,5.17,8.39,8.08,15.11,1.1,1.58,37.46,2.1,0.96,3.97,0.73,0.16,0.06
2022M08,28 Madrid,100,13.82,2.49,2.82,1.88,2.5,1.71,4.43,3.29,13.03,9.03,2.49,4.52,25.98,2.99,1.66,6.01,0.94,0.24,0.17,100,14.43,2.53,2.71,1.98,2.8,1.91,3.94,3.09,14.36,8.78,2.38,4.97,24.9,2.75,1.57,5.67,0.81,0.25,0.17
2022M07,29 Málaga,100,60.91,0.86,0.79,0.62,0.72,0.38,2.34,3.5,2.61,2.08,3.67,1.02,15.14,1.24,0.43,1.74,0.51,0.71,0.72,100,53.82,1.08,1.37,0.56,0.61,0.5,3.92,4.29,2.6,1.71,5.12,1.34,17.58,1.01,0.68,2.23,0.47,0.63,0.48
2022M07,41 Sevilla,100,50.63,1.17,1.52,0.77,2.04,1.13,3.18,2.34,6.5,3.55,5.51,1.72,14.8,1.37,0.71,1.85,0.5,0.5,0.2,100,46.08,1.49,1.62,0.9,2.4,1.31,3.18,2.41,8.09,3.93,4.8,1.85,16.33,1.45,0.85,2.1,0.51,0.5,0.19
2022M07,"07 Balears, Illes",100,11.56,1.71,2.16,22.11,1.39,1.08,2.54,1.69,16.05,7.47,0.85,2.44,19.28,1.43,0.86,5.33,0.73,0.14,1.19,100,13.09,1.74,2.59,19.38,1.19,1.18,2.85,1.81,15.86,6.75,0.84,2.51,19.81,1.54,1.04,6.39,0.65,0.11,0.66
2022M07,08 Barcelona,100,6.47,2.76,1.21,1.65,1.7,0.49,1.59,1.44,51.08,5.41,0.64,1.89,17.05,1.09,1.23,3.27,0.43,0.59,0,100,6.43,2.54,1.33,1.36,1.4,0.46,1.63,1.36,53.37,4.97,0.62,2.35,15.19,1.23,1.25,3.59,0.46,0.45,0.01
2022M07,17 Girona,100,2.19,1.66,0.29,0.56,0.27,0.33,1.05,0.82,75.9,3.59,0.37,0.91,6.6,0.96,1.08,3.04,0.34,0.03,0,100,1.87,2.28,0.58,0.47,0.48,0.53,1.84,1.04,69.52,3.43,0.39,1.29,8.17,1.21,1.81,4.56,0.51,0.03,0
2022M07,46 Valencia/València,100,10.45,3.44,0.89,1.36,0.8,0.56,3.98,7.23,9.41,20.85,1.27,2,30.7,2.65,0.87,2.93,0.5,0.08,0.04,100,8.12,3.39,1.05,1.34,0.96,0.56,6.15,8.66,6.74,16.5,1.38,1.96,35.8,2,1.09,3.55,0.64,0.07,0.03
2022M07,28 Madrid,100,13.46,2.36,3.02,1.58,2.88,1.81,4.79,3.52,12.52,8.22,2.51,4.5,28.11,2.64,1.34,5.31,1.02,0.26,0.15,100,14.26,2.2,2.89,1.67,3.22,1.79,4.39,3.28,12.79,7.82,2.28,4.91,28.07,2.49,1.21,5.34,0.99,0.27,0.14
2022M06,29 Málaga,100,60.68,0.68,1.17,0.75,0.94,0.47,1.91,3.09,3.36,2.53,2.63,1.1,15.5,1.33,0.34,1.74,0.26,0.78,0.75,100,55.29,0.9,2.03,0.85,1.3,0.73,2.92,3.24,3.39,2.31,3.13,1.44,16.73,1.15,0.52,2.57,0.35,0.68,0.47
2022M06,41 Sevilla,100,45.19,1.26,1.12,0.96,1.84,0.92,3.34,2.83,8.08,4.61,3.63,2.13,18.47,2.08,0.5,1.9,0.48,0.48,0.19,100,39.93,1.51,1.3,0.99,2.12,1.1,3.71,2.93,9.48,5.22,3.19,2.28,19.94,2.32,0.59,2.17,0.51,0.48,0.22
2022M06,"07 Balears, Illes",100,8.67,1.59,1.68,24.32,1.57,1.6,2.14,1.1,15.28,8.96,0.74,3.13,20.36,1.74,0.96,4.82,0.7,0.13,0.54,100,12.11,1.86,1.75,19.49,1.29,1.26,2.36,1.15,14.61,9.3,0.83,2.83,21.55,1.67,0.87,5.67,0.65,0.15,0.59
2022M06,08 Barcelona,100,5.16,2.2,1.42,1.58,1.61,0.57,1.59,2.15,52.42,5.48,0.48,1.97,16.93,0.87,0.92,3.75,0.33,0.1,0.45,100,5.4,2.05,1.19,1.29,1.46,0.61,1.67,2.05,55.48,4.85,0.48,1.96,14.61,0.88,0.91,4.3,0.33,0.09,0.36
2022M06,17 Girona,100,1.73,1.11,0.36,0.29,0.45,0.18,0.79,0.61,80.1,3.69,0.33,0.75,4.66,1.12,0.53,2.82,0.43,0.03,0.03,100,1.85,1.32,0.44,0.22,0.57,0.26,1.2,0.71,75.76,4.6,0.4,0.85,4.9,1.69,0.81,4,0.4,0.02,0.02
2022M06,46 Valencia/València,100,10.27,2.76,0.82,1.3,0.74,0.55,3.83,6.4,10.5,21.82,0.81,2.18,30.6,3.29,1.1,2.27,0.66,0.06,0.03,100,8.34,2.9,0.94,1.04,0.78,0.58,5.85,7.34,8.17,18.87,0.9,2.49,34.67,2.66,1.02,2.59,0.72,0.13,0.02
2022M06,28 Madrid,100,12.75,2.53,2.84,2.23,2.71,2.03,5.13,3.31,13.09,8.11,2.54,4.68,26.6,3.08,1.85,5.18,0.89,0.27,0.18,100,13.47,2.29,2.86,2.64,2.99,1.98,4.66,2.95,13.98,7.79,2.3,5.52,25.12,3.09,1.88,4.98,0.93,0.28,0.27
2022M05,29 Málaga,100,56.26,0.81,0.91,0.99,1.38,0.48,2.27,2.76,4.46,3.21,1.68,1.77,14.59,1.62,0.74,2.8,1.01,0.82,1.44,100,47.65,0.99,1.52,0.97,2.22,0.65,3.44,3.31,6.07,2.98,1.59,3.01,16.31,1.2,1.02,4.66,0.86,0.62,0.93
2022M05,41 Sevilla,100,41.32,1.66,1.24,1.37,1.76,0.98,3.04,3.44,9.16,4.55,3.58,1.99,21.64,1.3,0.57,1.59,0.33,0.4,0.09,100,35.5,1.8,1.49,1.56,2.1,1.11,3.42,3.81,10.33,4.92,3.04,2.39,23.38,1.49,0.75,2.08,0.4,0.33,0.08
2022M05,"07 Balears, Illes",100,7.06,1.57,1.49,29.93,0.85,1.16,2.46,1.98,16.59,8.66,1.24,2.46,16.69,0.86,2.4,4.08,0.27,0.07,0.16,100,7.91,1.64,2.34,25.28,0.77,1.16,3.22,2.26,18,7.75,1.16,3.47,17.33,0.84,1.69,4.65,0.3,0.04,0.2
2022M05,08 Barcelona,100,5.28,2.4,0.67,1.91,1.63,0.6,2.17,1.69,49.56,6.65,0.72,2.14,17.92,0.95,1.17,3.64,0.53,0.2,0.18,100,6.15,2.36,0.6,1.92,1.61,0.66,2.44,1.75,49.33,5.68,0.83,3.21,16.52,0.94,1.1,4.08,0.52,0.19,0.11
2022M05,17 Girona,100,2.34,1.55,0.58,1.12,0.72,0.28,1.16,0.53,77.84,4.53,0.31,1.46,4.59,0.62,0.28,1.97,0.11,0.02,0.01,100,3.45,1.52,1.46,1.18,1.62,0.76,3.45,0.59,65.66,6.53,0.35,3.62,5.26,0.63,0.34,3.25,0.31,0.02,0.01
2022M05,46 Valencia/València,100,9.43,3.08,0.88,1.97,0.94,0.61,2.98,6.44,12.47,24.86,0.67,2.07,25.62,3.82,0.8,2.66,0.52,0.09,0.07,100,9.16,4.12,1.26,2.23,1,1.05,4.19,6.31,10.36,21.84,0.66,2.53,26.16,3.17,1.42,3.85,0.49,0.11,0.1
2022M05,28 Madrid,100,12.98,2.51,2.6,1.89,3.13,2.07,5.17,3.32,14.05,7.98,2.26,5.01,26.49,2.53,1.67,4.91,0.85,0.32,0.27,100,13.76,2.35,2.61,1.98,3.68,2.12,4.7,3.1,14.68,7.79,2.11,5.91,24.69,2.56,1.69,4.79,0.81,0.36,0.32
2022M04,29 Málaga,100,54.86,0.98,0.75,0.67,0.93,0.46,2.37,3.15,4.62,3.41,1.91,1.46,17.17,1.14,0.39,2.7,1.12,0.83,1.08,100,45.45,1.28,1.19,0.61,1.3,0.95,3.97,3.79,4.96,4.07,2.16,2.53,19.3,0.88,0.85,4.38,1.1,0.57,0.66
2022M04,41 Sevilla,100,36.13,1.49,1.01,0.93,2.13,0.9,3.84,2.86,8.04,10.39,3.6,2.63,19.83,2.01,0.62,2.59,0.49,0.38,0.13,100,34.21,1.59,1.36,0.95,2.26,1.04,4.13,3.02,8.7,10.53,2.95,2.87,19.94,1.88,0.68,2.88,0.49,0.39,0.13
2022M04,"07 Balears, Illes",100,6.17,0.46,0.72,43.12,0.63,1.48,2.41,0.6,12.81,5.02,0.86,0.92,20.74,0.64,0.34,2,0.44,0.35,0.29,100,7.63,0.4,1.11,39.62,0.57,1.07,1.87,0.69,12.78,4.89,0.69,0.98,23.79,0.58,0.31,2.09,0.38,0.15,0.39
2022M04,08 Barcelona,100,5.99,2.41,0.92,2.28,1.45,0.7,2.12,1.82,45.72,6.87,0.95,2.45,18.64,1.01,1.19,4.08,1.17,0.21,0.04,100,6.79,2.54,0.92,2.24,1.56,0.79,2.39,1.78,44.03,6.34,1.6,2.86,17.67,0.92,1.22,4.88,1.24,0.22,0.03
