periodos,zona,viajeros_nacional,viajeros_andalucia,viajeros_aragon,viajeros_asturias,viajeros_balears,viajeros_canarias,viajeros_cantabria,viajeros_castilla_leon,viajeros_castilla_mancha,viajeros_cataluña,viajeros_valencia,viajeros_extremadura,viajeros_galicia,viajeros_madrid,viajeros_murcia,viajeros_navarra,viajeros_pais_vasco,viajeros_rioja,viajeros_ceuta,viajeros_melilla,pernoc_total_nacional,pernoc_andalucia,pernoc_aragon,pernoc_asturias,pernoc_balears,pernoc_canarias,pernoc_cantabria,pernoc_castilla_leon,pernoc_castilla_mancha,pernoc_cataluña,pernoc_valencia,pernoc_extremadura,pernoc_galicia,pernoc_madrid,pernoc_murcia,pernoc_navarra,pernoc_paisvasco,pernoc_rioja,pernoc_ceuta,pernoc_melilla
2020M03,29 Málaga,100,57.85,1.49,1.78,2.18,1.8,0.49,2.31,2.84,5.98,3.42,1.26,1.4,12.17,1.24,0.51,1.29,0.2,1.2,0.59,100,50.33,1.68,3.59,1.97,2.85,0.32,2.64,3.29,7.18,4.23,1.78,2.41,12.25,0.91,0.62,2.61,0.17,0.76,0.39
2020M03,41 Sevilla,100,46.9,1.15,1.53,1.17,2.19,0.27,2.24,2.45,7.29,4.64,4.23,2.76,15.96,1.76,0.52,2.03,0.25,2.61,0.06,100,39.17,2.01,2.42,1.28,2.08,0.4,2.16,3.5,8.38,4.54,3.29,3.79,20.34,1.56,0.47,2.66,0.3,1.58,0.06
2020M03,"07 Balears, Illes",100,5.87,1.54,0.49,31.97,1.6,0.57,2.16,2.89,24.03,6.78,0.82,2.04,16.18,1.18,0.22,1.49,0.09,0.08,0,100,5.71,1.87,1.59,21.17,2.49,0.44,3.21,4.18,17.18,7.8,1.05,5.44,23.6,1.24,0.16,2.65,0.1,0.07,0.03
2020M03,08 Barcelona,100,6.39,2.9,1.04,2.65,1.93,0.52,2.31,5.89,42.27,7.08,0.73,3.89,15.07,1.05,1.05,4.71,0.28,0.11,0.11,100,7.26,2.81,1.69,2.95,2.63,0.49,2.38,4.93,40.06,6.83,0.85,6.86,13.55,0.8,0.96,4.57,0.25,0.06,0.05
2020M03,17 Girona,100,1.49,0.47,0.53,0.51,0.23,0.11,1.02,0.36,88.03,1.31,0.05,0.9,3.84,0.19,0.14,0.78,0.05,0,0,100,3.37,0.4,1.1,1.6,1.93,0.46,3.32,0.65,78.11,1.97,0.05,1.33,3.63,0.24,0.1,1.68,0.06,0,0
2020M03,46 Valencia/València,100,7.11,2.59,0.98,1.98,0.74,0.59,2.79,4.05,18.82,30.25,0.96,1.82,20.41,2.94,0.52,2.71,0.57,0.15,0.02,100,8.49,3.51,2.03,1.91,1.23,1.35,3.83,3.65,16.29,28.84,1.9,2.04,17.98,2.59,0.57,2.71,0.94,0.11,0.03
2020M03,28 Madrid,100,12.57,2.58,3.1,2.1,3.18,1.79,5.41,4.2,14.83,7.46,3.3,4.75,25.07,2.51,1.45,4.35,0.79,0.46,0.11,100,11.5,2.71,2.62,2.26,3.14,1.89,5.29,3.59,15.05,6.79,2.79,4.92,27.9,2.43,1.74,4.19,0.68,0.45,0.09
2020M02,29 Málaga,100,67.67,0.73,0.65,0.78,1.74,0.26,1.49,1.56,4.25,2.64,2.07,1.1,10.47,0.95,0.26,2.25,0.1,0.63,0.4,100,62.02,1.25,2.07,1.2,1.73,0.28,2.2,1.64,5.6,2.81,1.89,1.68,9.88,1.07,0.35,3.43,0.11,0.47,0.31
2020M02,41 Sevilla,100,45.58,1.36,1.29,1.62,1.8,0.8,2.78,2.46,6.58,4.29,4.34,1.81,20.16,1.51,0.63,2.01,0.24,0.52,0.23,100,39.01,1.7,1.63,2.32,2.64,1.06,3.41,3.13,6.81,5.04,3.64,2.45,20.81,1.62,0.7,2.68,0.28,0.5,0.55
2020M02,"07 Balears, Illes",100,11.89,0.82,2.06,34.05,1.08,0.35,2.78,0.61,16.32,6.33,1.24,3.56,13.67,1.87,0.27,2.82,0.2,0.07,0.02,100,16.36,0.69,1.72,23.65,3.1,0.18,2.93,0.78,23.74,5.76,0.96,4.68,10.89,2.03,0.19,2.1,0.17,0.03,0.02
2020M02,08 Barcelona,100,7.69,2.44,0.92,2.89,1.89,0.71,2.19,2.44,44.49,6.77,0.91,2.35,17.18,1.09,1.04,4.39,0.46,0.06,0.08,100,8.88,2.38,1.02,2.91,1.86,0.88,2.47,2.52,40.54,6.76,0.95,4.29,17.15,1.2,1.2,4.43,0.4,0.08,0.1
2020M02,17 Girona,100,1.51,0.63,0.09,1.46,0.89,0.09,0.87,0.98,80.11,3.76,0.2,1.87,5.98,0.69,0.17,0.58,0.11,0.01,0.01,100,1.42,1.12,0.09,1.72,2.59,0.09,0.59,0.97,67.01,6.15,0.4,3.85,11.68,0.91,0.15,1.09,0.13,0.02,0.01
2020M02,46 Valencia/València,100,10.93,2.13,0.87,2.26,1.17,0.61,2.66,4.54,14.78,28.16,0.85,1.71,20.46,4.8,0.73,2.59,0.48,0.19,0.07,100,12.11,2.02,1.04,2.37,1.58,0.77,4.07,4.37,14.75,24.52,1.12,2.27,20.13,4.66,0.75,2.63,0.48,0.28,0.09
2020M02,28 Madrid,100,15.38,2.27,2.61,2.38,3.18,1.68,5.38,3.4,13.48,8.57,2.34,4.68,23.79,2.94,1.39,4.93,1.02,0.4,0.19,100,16.24,2.12,2.7,2.58,3.98,1.69,5.17,2.98,13.51,8.19,2.25,5.23,22.67,2.84,1.44,4.84,0.96,0.43,0.18
2020M01,29 Málaga,100,56.41,0.91,1.23,0.95,2.62,0.44,2.62,2.01,5.02,3.53,1.63,1.22,14.44,1.61,0.26,1.82,0.09,1.69,1.5,100,54.77,1.28,2.17,1.2,2.27,0.44,3.09,1.91,6.24,3.09,1.6,1.16,14.41,1.77,0.33,1.99,0.12,1.08,1.09
2020M01,41 Sevilla,100,44.07,1.21,1.4,1.68,2.24,0.51,2.52,2.6,7.36,4.45,4.41,2.51,19.84,1.35,0.6,2.27,0.29,0.41,0.28,100,35.85,1.47,1.61,2.19,3.1,0.62,2.77,3.06,7.55,6.97,3.53,3.43,21.56,1.53,0.75,2.88,0.31,0.44,0.36
2020M01,"07 Balears, Illes",100,11.21,0.62,0.62,36.31,0.64,0.61,1.55,0.82,16.93,7.91,0.38,2,18.14,0.56,0.2,1.32,0.11,0.05,0.04,100,13.33,0.88,0.75,33.42,0.84,0.77,1.72,0.76,17.42,7.05,0.52,2.37,17.35,0.94,0.32,1.3,0.15,0.1,0.01
2020M01,08 Barcelona,100,8.05,2.79,0.92,2.64,3.06,0.75,1.96,1.72,44.56,6.19,0.82,2.29,16.74,1.18,0.87,4.76,0.52,0.11,0.07,100,8.96,2.76,0.96,2.55,3.53,0.76,2.27,2.01,40.62,6.4,0.84,2.88,17.13,1.92,0.94,4.79,0.51,0.09,0.08
2020M01,17 Girona,100,1.72,0.54,0.2,0.82,0.35,0.09,0.5,1.1,76.64,5.8,0.25,0.45,9.11,1.39,0.2,0.64,0.15,0.01,0.04,100,2.17,0.49,0.14,0.75,0.45,0.06,0.55,1.99,63.4,9.14,0.16,0.65,16.32,2.84,0.14,0.56,0.15,0.01,0.02
2020M01,46 Valencia/València,100,9.61,3.05,0.85,2.56,1.13,0.57,2.77,3.97,15.12,27.23,0.93,2.14,20.9,4.31,0.9,3.34,0.28,0.28,0.07,100,10.49,2.74,1.28,2.36,1.42,0.55,4.95,4.04,15.53,23.84,0.97,2.25,20.9,3.94,0.81,3.14,0.29,0.31,0.2
2020M01,28 Madrid,100,15.93,2.6,2.9,2.52,3.04,1.62,5.6,4.08,12.95,8.34,2.73,4.45,22.85,2.88,1.46,4.79,0.86,0.24,0.17,100,16.12,2.46,2.72,2.64,3.61,1.51,5.31,3.68,12.94,7.96,2.61,4.81,23.39,2.86,1.47,4.71,0.8,0.24,0.16
2019M12,29 Málaga,100,60.23,0.8,0.96,1.23,0.85,0.37,1.5,3.25,3.69,3.44,1.85,1.44,15.72,1.18,0.3,1.29,0.24,0.8,0.85,100,54.54,1.15,1.52,1.47,1.04,0.39,2.49,3.37,3.61,3.82,2.2,1.73,17.87,1.11,0.48,1.59,0.25,0.67,0.7
2019M12,41 Sevilla,100,43.13,1.38,1.99,1.71,1.89,0.53,3.19,3.33,7.26,4.74,5.18,1.67,19.12,1.89,0.54,1.63,0.26,0.39,0.15,100,36.47,1.9,2.19,2.24,2.39,0.72,4.19,3.22,7.65,5.7,4.23,2.27,20.97,2.07,0.93,1.94,0.39,0.37,0.14
2019M12,"07 Balears, Illes",100,4.4,0.49,0.33,46.96,0.81,0.22,0.92,0.64,18.04,5.69,0.54,1.91,16.72,0.65,0.13,1.4,0.07,0.09,0,100,5.21,0.47,0.47,47.52,1.19,0.21,0.9,0.83,15.32,5.74,0.77,2.49,16.08,0.72,0.3,1.61,0.06,0.13,0
2019M12,08 Barcelona,100,9.03,2.99,0.82,3.57,1.43,0.78,1.81,1.39,45,7.11,0.59,2.44,15.56,1.01,0.98,4.94,0.42,0.1,0.05,100,9.56,2.74,0.98,3.34,1.65,0.78,2,1.83,40.98,7.49,0.67,3.4,16.34,1.25,1.05,5.42,0.36,0.09,0.06
2019M12,17 Girona,100,1.92,0.63,0.09,0.83,0.22,0.08,0.86,0.24,85.7,3.18,0.09,0.29,3.3,1.55,0.14,0.65,0.04,0,0.19,100,1.4,0.54,0.06,1.09,0.23,0.07,0.98,1.26,82.07,3.88,0.13,0.45,3.54,3,0.09,1.01,0.03,0.09,0.11
2019M12,46 Valencia/València,100,9.67,2.45,0.66,2.72,1.18,0.75,2.61,3.82,15.85,29.3,0.61,1.6,20.51,3.24,1.17,3,0.54,0.27,0.04,100,11.6,2.72,0.75,2.57,1.55,0.77,3.17,4.04,15.38,25.1,0.73,2.07,21.2,2.97,1.18,3.3,0.51,0.27,0.12
2019M12,28 Madrid,100,17.65,2.45,2.71,2.5,3.01,2,5.74,3.86,12.12,9.11,2.55,4.07,21.42,2.57,1.73,4.86,0.99,0.31,0.34,100,18.36,2.45,2.9,2.79,3.6,2.07,5.09,3.34,12.01,8.89,2.42,4.37,20.44,2.46,1.84,5.05,1.06,0.47,0.4
2019M11,29 Málaga,100,56.49,1.37,0.59,1.34,1.47,0.47,1.49,1.81,5.34,4.25,1.59,1.23,16.68,1.63,0.45,1.44,0.61,0.98,0.75,100,53.23,1.36,0.8,1.45,1.52,0.5,2.1,1.75,5.56,3.94,1.91,1.45,18.53,1.8,0.56,1.48,0.55,0.74,0.77
2019M11,41 Sevilla,100,41.23,1.5,1.52,1.74,2.24,0.63,2.55,2.7,8.87,4.91,3.81,2.01,20.74,1.49,1.25,2.04,0.33,0.35,0.08,100,35.23,1.98,2.25,2.53,3.33,0.73,2.92,2.85,8.88,5.46,3.32,2.98,21.5,1.61,1.15,2.39,0.4,0.39,0.08
2019M11,"07 Balears, Illes",100,7.94,0.69,0.42,40.28,0.76,0.52,0.99,0.66,15.69,9.21,0.29,1.54,17.83,0.86,0.5,1.35,0.39,0.08,0,100,7.76,0.78,0.46,39.28,0.83,0.54,1.08,1.03,15.92,8.99,0.33,1.98,17.49,1.09,0.44,1.41,0.4,0.2,0
2019M11,08 Barcelona,100,7.95,2.64,0.81,3.53,1.61,1.05,2.04,1.23,40.98,7.48,0.85,2.96,18.99,1.6,1.01,4.5,0.6,0.13,0.05,100,8.66,2.46,0.85,3.3,1.84,1,2.35,1.51,37.67,7.8,0.89,3.85,19.76,1.88,1.02,4.37,0.62,0.13,0.03
2019M11,17 Girona,100,2.28,1.01,0.3,1,0.31,0.18,0.72,0.71,84.29,2.59,0.15,0.58,4.2,0.67,0.22,0.69,0.11,0.01,0,100,3.88,0.86,0.65,1.04,0.21,0.15,0.83,0.69,79.67,2.88,0.28,1.51,5.56,0.56,0.16,0.96,0.09,0,0
2019M11,46 Valencia/València,100,10.16,2.41,1.03,2.34,0.91,0.9,2.63,4.4,14.84,27.18,0.86,1.81,20.49,5.13,0.96,3.26,0.54,0.06,0.08,100,10.26,2.08,1.32,2.2,0.98,0.87,3.55,4.58,14.26,27.65,0.81,2.22,20.04,4.29,0.83,3.37,0.52,0.07,0.1
2019M11,28 Madrid,100,14.68,2.62,2.64,2.71,3.71,1.69,5.81,3.46,14.4,9.26,2.47,5.08,19.98,3.02,1.8,5.41,0.85,0.2,0.22,100,15.57,2.36,2.63,2.79,4.43,1.62,5.25,3.14,13.88,8.72,2.4,5.7,20.14,2.88,1.77,5.48,0.82,0.19,0.22
2019M10,29 Málaga,100,57.53,1.14,0.86,0.88,1.6,1.24,1.97,2.17,3.91,3.22,2.75,1.74,14.95,1.33,0.23,2.42,0.22,1.24,0.6,100,52.99,1.53,1.6,0.94,1.8,1.53,2.51,2.38,3.65,2.95,2.74,2.14,15.1,0.98,0.31,4.39,0.25,1.78,0.43
2019M10,41 Sevilla,100,40.65,1.07,1.6,1.42,2.23,0.67,2.72,2.17,9.95,4.88,3.12,2.15,21.78,1.36,0.62,2.82,0.28,0.39,0.13,100,36.09,1.38,2.13,1.48,2.75,0.89,3.02,2.3,10.55,5.47,2.61,2.7,22.42,1.39,0.73,3.22,0.34,0.34,0.16
2019M10,"07 Balears, Illes",100,4.73,0.93,1.42,44.65,0.91,0.82,1.59,1.2,17.16,6.4,0.52,1.41,14.95,0.84,0.49,1.65,0.09,0.09,0.16,100,5.09,0.84,1.59,39.66,0.79,1.03,1.87,1.45,17.39,7.32,0.83,1.75,15.26,1.9,0.63,2.17,0.18,0.09,0.15
2019M10,08 Barcelona,100,7.13,1.97,1.01,2.48,1.43,0.78,1.6,1.47,47.21,6.08,0.63,2.03,19.21,0.9,0.94,4.57,0.4,0.12,0.04,100,7.22,1.8,1.22,2.57,1.77,0.94,1.6,1.5,46.48,6.06,0.58,3.21,18.05,0.89,0.91,4.55,0.41,0.12,0.11
2019M10,17 Girona,100,2.3,0.52,0.26,0.75,0.18,0.12,0.43,0.43,87.33,1.95,0.22,0.61,3.22,0.23,0.24,1.06,0.11,0.01,0.05,100,2.8,0.6,0.23,0.66,0.18,0.15,0.57,0.51,85.21,2.41,0.21,0.5,4.21,0.17,0.3,1.13,0.1,0.02,0.03
2019M10,46 Valencia/València,100,11.26,3.54,0.78,1.86,1.11,1.03,2.76,5.26,14.02,24.84,0.66,1.59,22.27,4.51,0.66,3.04,0.47,0.11,0.25,100,10.16,2.88,1.02,1.56,1.18,1.16,3.26,5.44,11.97,25.32,1.19,1.73,24.2,3.69,0.76,3.54,0.62,0.1,0.24
2019M10,28 Madrid,100,17.7,2.39,2.86,2.06,3.31,1.87,5.31,3.39,14.08,8.76,2.48,4.89,20.33,2.91,1.42,4.94,0.85,0.35,0.11,100,18.27,2.42,2.89,2.1,3.72,1.87,4.99,3.16,13.84,8.45,2.44,5.31,20.39,2.73,1.4,4.76,0.81,0.3,0.14
2019M09,29 Málaga,100,59.32,0.8,1.04,0.9,1.44,0.76,2.32,2.42,4.23,2.45,3.87,1.46,13.59,1.57,0.37,1.62,0.27,0.92,0.66,100,52.62,1.17,1.75,0.71,1.12,1.18,4.28,3.25,3.41,1.95,6.75,1.86,14.41,1.31,0.54,2.22,0.33,0.69,0.46
2019M09,41 Sevilla,100,38.83,1.51,1.49,1.61,2.38,0.74,2.92,2.03,12.67,4.23,2.84,2.51,20.51,1.44,0.87,2.56,0.37,0.43,0.08,100,35.22,1.91,1.8,1.66,2.91,0.96,3.23,2.13,12.87,4.6,2.18,3.13,20.92,1.49,1.01,3.04,0.47,0.39,0.07
2019M09,"07 Balears, Illes",100,6.62,1.15,1.61,32.14,1.36,1.42,1.93,1.2,19.41,5.77,0.95,2,18.32,0.86,0.66,3.23,0.57,0.15,0.66,100,7.59,1.27,1.9,32.73,1.41,1.41,2.39,1.14,18,5.16,0.78,2.33,17.17,0.84,0.69,3.9,0.5,0.12,0.69
2019M09,08 Barcelona,100,8.14,2.12,1.14,3.05,1.75,0.66,1.63,1.51,47.02,6.02,0.78,2.3,17.2,0.94,0.94,4.13,0.52,0.08,0.06,100,7.81,2.1,1.28,2.7,1.79,0.7,1.72,1.55,48.09,5.69,1.03,2.49,16.33,0.95,1.03,4.12,0.47,0.08,0.05
2019M09,17 Girona,100,1.66,1.14,0.3,0.4,0.23,0.16,0.45,0.43,84.78,2.28,0.18,1.35,3.28,0.41,0.6,2.18,0.14,0.02,0.02,100,1.95,2.25,0.34,0.34,0.16,0.31,0.69,0.61,80.62,2.59,0.31,0.9,4.26,0.31,0.97,3.12,0.23,0.02,0.03
2019M09,46 Valencia/València,100,10.13,2.79,0.94,1.85,1.08,0.64,3.41,6.6,13.69,22.05,1.17,1.65,24.34,3.96,1.3,3.36,0.91,0.06,0.07,100,8.32,3.08,1.82,1.24,1.04,0.67,5.41,7.64,9.65,19.16,1.42,1.69,30.38,3,1.07,3.04,1.27,0.03,0.08
2019M09,28 Madrid,100,15.37,2.42,2.9,2.21,3.22,1.99,5.46,3.31,13.99,8.88,2.8,5,21.09,3.08,1.92,4.83,0.98,0.31,0.24,100,15.83,2.41,3.02,2.27,3.57,2.03,5.09,3.17,13.53,8.61,2.63,5.55,21.59,2.9,1.78,4.66,0.91,0.28,0.2
2019M08,29 Málaga,100,52.76,0.98,0.79,0.51,0.78,0.36,2.69,3.77,4.91,2.99,4.27,1.27,18.26,1.5,0.5,2.05,0.24,0.73,0.63,100,46.47,1.29,1.12,0.41,0.81,0.48,3.71,4.47,4.51,2.63,5.33,1.58,21.27,1.14,0.6,2.84,0.36,0.54,0.43
2019M08,41 Sevilla,100,44.78,1.35,1.85,0.66,2.13,0.68,2.74,2.58,9.92,4.24,3.38,2.21,16.93,1.61,0.61,3.52,0.42,0.31,0.1,100,40.19,1.33,1.83,0.7,2.3,0.73,2.71,2.36,12.12,5.14,2.93,3.26,17.32,1.88,0.58,3.73,0.46,0.31,0.11
2019M08,"07 Balears, Illes",100,8.11,1.34,1.17,28.31,1.05,0.85,1.72,1.31,18.46,7.51,0.67,2.24,20.9,1.12,0.38,3.63,0.84,0.1,0.29,100,8.31,1.4,1.31,29.46,0.82,0.94,1.75,1.14,18.38,6.13,0.65,2.13,20.6,1.11,0.63,4.19,0.62,0.12,0.31
2019M08,08 Barcelona,100,7.58,2.84,0.73,1.88,1.34,0.42,1.83,1.2,50.73,6.64,0.82,1.6,14.61,1.45,1.24,4.33,0.44,0.08,0.24,100,7.49,2.83,0.8,1.84,1.49,0.65,1.9,1.41,50.69,6.62,0.74,1.81,13.17,1.5,1.49,4.78,0.55,0.07,0.18
2019M08,17 Girona,100,1.68,1.09,0.25,0.35,0.22,0.4,0.65,0.41,81.22,4.01,0.26,0.56,4.45,0.35,0.72,3.07,0.25,0.04,0.01,100,1.61,1.37,0.4,0.29,0.24,0.41,0.77,0.41,78.2,3.88,0.31,0.53,5.29,0.37,1,4.59,0.33,0.02,0
2019M08,46 Valencia/València,100,8.04,3.49,0.8,1.11,0.85,0.49,4.13,8.64,10.85,16.26,1.21,1.65,34.53,2.79,1.13,3.15,0.77,0.08,0.03,100,6.55,3.25,0.94,0.72,0.77,0.46,5.57,9.27,7.47,15.68,1.29,1.48,39.15,1.92,1.16,3.29,0.91,0.06,0.05
2019M08,28 Madrid,100,17.12,2.49,2.7,1.97,2.74,1.7,4.67,3.35,12.27,10.45,2.52,4.85,20.77,3.34,1.54,5.93,1.05,0.26,0.3,100,17.32,2.62,2.73,2.11,2.81,1.95,4.09,2.89,13.25,9.95,2.43,5.39,20.69,3.18,1.33,5.75,0.98,0.27,0.27
2019M07,29 Málaga,100,58.98,1.01,1.04,0.62,0.94,0.43,2.5,3.7,3.02,2.02,4.95,1.25,14.67,1.31,0.54,1.48,0.25,0.86,0.43,100,51.83,1.35,1.83,0.52,0.74,0.68,4.07,4.64,2.39,1.59,6.44,1.53,16.83,0.93,0.89,2.3,0.33,0.73,0.37
2019M07,41 Sevilla,100,45.65,1.25,1.85,0.83,2.37,0.59,2.72,2.48,7.51,4.13,4.47,2.17,17.57,1.71,1.01,2.81,0.28,0.42,0.2,100,41.27,1.46,1.77,0.83,3.03,0.69,2.62,2.39,9,5.13,3.75,2.67,18.4,1.69,1.41,2.98,0.29,0.38,0.24
2019M07,"07 Balears, Illes",100,9.32,1.34,2,26.34,1.19,0.85,2.05,1.33,18.03,7.08,0.78,2.14,19.34,1.74,1.12,4.66,0.51,0.06,0.1,100,9.81,1.55,2.64,25.91,1.08,1.14,2.46,1.3,17.54,6.01,0.77,2.41,18.74,1.36,1.11,5.39,0.58,0.1,0.1
2019M07,08 Barcelona,100,8.26,3.13,0.87,1.84,1.62,1,1.81,1.43,46.7,7.03,0.67,2.05,16.09,1.07,1.21,4.53,0.5,0.17,0.03,100,9.07,3.72,1.09,1.67,1.53,1.31,2.14,1.62,43.39,7.12,0.75,2.48,15.57,1.03,1.58,5.22,0.52,0.15,0.04
2019M07,17 Girona,100,1.47,1.5,0.3,0.38,0.2,0.28,0.64,0.45,81.11,2.73,0.34,0.65,5.17,0.33,0.71,3.49,0.2,0.01,0.02,100,1.51,1.86,0.42,0.25,0.2,0.36,1.01,0.87,76.17,3.05,0.27,0.74,6.68,0.26,1.15,4.87,0.28,0.01,0.01
2019M07,46 Valencia/València,100,10.32,3.56,1,1.2,0.75,0.62,4.66,8.67,10.93,19.03,1.1,1.54,28.65,3,1.24,3.1,0.46,0.06,0.11,100,8.17,3.29,1.16,0.8,0.7,0.59,7.01,9.95,7.15,17.89,1.25,1.62,33.56,2.02,1.33,2.77,0.52,0.07,0.15
2019M07,28 Madrid,100,15.6,2.44,2.77,1.94,2.97,1.7,4.82,4.28,12.52,9.18,2.89,4.84,22.74,3.57,1.45,4.92,0.89,0.22,0.23,100,15.71,2.22,2.69,1.84,3.31,1.68,4.69,3.82,12.88,9.32,2.75,5.08,22.43,3.82,1.37,5.05,0.83,0.28,0.24
2019M06,29 Málaga,100,58.23,0.82,1.44,0.6,1.41,1.03,2.83,2.54,3.7,2.55,3.29,1.27,14.83,1.17,0.45,1.85,0.24,1.1,0.65,100,51.62,1.01,2.65,0.62,1.69,1.28,4.18,3.37,3.08,2.16,4.26,1.86,15.79,1.05,0.7,2.78,0.34,1.08,0.49
2019M06,41 Sevilla,100,45.45,1.48,1.31,1.06,2.86,0.68,2.95,2.24,8.64,4.16,3.6,1.73,17.86,1.91,0.59,2.53,0.33,0.41,0.22,100,40.91,1.67,1.53,1.15,3.3,0.86,3.13,2.51,8.91,5.13,3.07,2.2,19.17,1.85,0.66,3.02,0.38,0.37,0.18
2019M06,"07 Balears, Illes",100,12.2,1.55,1.73,29.82,0.99,1.05,2.23,1.05,16.28,8.35,0.5,1.63,18.18,0.89,0.48,2.68,0.34,0.06,0.02,100,12.83,1.58,2.11,25.94,0.76,1.07,2.44,1.49,15.64,10.93,0.5,1.72,17.92,0.76,0.56,3.29,0.36,0.06,0.03
2019M06,08 Barcelona,100,7.93,2.67,0.93,2.47,1.9,0.63,1.66,1.55,44.91,7.01,0.58,2.46,17.62,1.03,1.27,4.71,0.5,0.12,0.07,100,7.97,2.53,1,2.08,2.07,0.6,1.69,1.45,44.45,7.09,0.63,2.88,16.76,1.12,1.46,5.42,0.54,0.1,0.14
2019M06,17 Girona,100,1.4,0.83,0.28,0.47,0.55,0.56,0.6,0.44,82.94,3.33,0.19,0.82,4.56,0.23,0.33,2.33,0.12,0,0.01,100,1.47,0.86,0.29,0.43,0.65,1.06,0.8,0.51,79.98,3.75,0.35,1.36,4.19,0.29,0.43,3.45,0.11,0,0.01
2019M06,46 Valencia/València,100,10.03,3.07,0.85,1.15,1.24,0.68,4.22,6.05,12.09,22.43,0.84,1.5,27.14,3.83,0.8,3.12,0.65,0.16,0.13,100,8.53,2.95,1.49,0.93,1.02,0.65,6.79,7.45,8.89,20.29,1.04,1.45,30.39,2.81,0.9,3.27,0.76,0.14,0.25
2019M06,28 Madrid,100,15.81,2.46,3.14,1.91,3.5,2.21,5,3.31,13.62,8.61,2.6,4.68,21.58,3.4,1.81,4.78,1.09,0.27,0.21,100,16.24,2.19,3.19,2.03,3.93,2.1,4.87,3.08,13.54,8.05,2.38,5.38,21.68,3.38,1.82,4.67,0.98,0.29,0.2
2019M05,29 Málaga,100,55.63,1,1.17,1.03,1.76,0.9,1.36,2.5,5.12,2.6,2.35,1.66,16.56,2.07,0.37,2.42,0.25,0.67,0.59,100,48.52,1.28,1.48,1.23,1.94,1.22,2.28,2.78,4.61,2.68,2.75,2.1,20.19,1.75,0.55,3.28,0.31,0.61,0.43
2019M05,41 Sevilla,100,34.64,1.24,1.16,1.04,1.87,0.59,2.97,2.62,11.91,9.35,2.38,2.08,22.69,1.61,0.59,2.39,0.4,0.41,0.08,100,30.78,1.51,1.44,1.2,2.2,0.74,3.35,2.6,12.06,8.77,2.11,2.4,24.56,1.72,0.67,2.93,0.59,0.29,0.08
2019M05,"07 Balears, Illes",100,7.93,0.98,1.27,34.56,1.71,0.98,2.26,1.65,19.1,5.91,0.36,2.17,15.99,0.8,0.85,2.84,0.26,0.36,0.01,100,9.07,1.17,1.73,24.56,1.74,1.03,3.09,1.82,23.39,5.29,0.8,2.73,16.16,0.74,0.93,4.88,0.3,0.55,0
2019M05,08 Barcelona,100,8.16,2.63,0.83,2.51,1.63,0.55,1.94,1.08,45.98,6.69,0.61,2.15,17.72,1.03,1.23,4.63,0.44,0.19,0.01,100,7.87,2.44,0.96,2.06,1.73,0.55,2.4,1.18,46.14,7.03,0.88,2.61,16.38,0.96,1.14,5.02,0.42,0.22,0.01
2019M05,17 Girona,100,2.05,1.56,0.15,0.49,0.73,0.06,0.46,0.38,81.3,3.33,0.29,0.44,6.6,0.5,0.08,1.47,0.11,0.01,0,100,2.74,2.46,0.13,0.29,0.66,0.12,0.49,0.76,69.77,4.31,0.39,0.96,9.78,0.97,1.39,4.68,0.07,0.01,0.01
2019M05,46 Valencia/València,100,9.1,3.44,1.3,1.5,1.2,0.64,2.88,5.88,13.4,23.2,0.81,2,26.37,3.46,1.06,2.63,0.86,0.13,0.14,100,7.96,3.99,2.04,1.28,1.29,0.67,3.81,5.2,11.18,22.72,1.05,2.53,28.3,2.68,1.09,3.08,0.79,0.11,0.24
2019M05,28 Madrid,100,15.27,2.71,2.65,2.13,3.29,2.22,4.75,3.19,15.05,9.11,2.57,5.46,20.47,2.61,1.68,5.41,0.99,0.26,0.18,100,16.45,2.46,2.63,2.26,3.69,2.13,4.53,2.79,15.1,8.65,2.41,5.77,20.58,2.52,1.46,5.24,0.92,0.25,0.15
2019M04,29 Málaga,100,51.87,0.84,1,0.95,1.06,0.86,1.94,3.27,5.22,3.59,2.06,1.9,18.11,1.49,0.65,3.16,0.34,0.92,0.76,100,41.38,0.92,1.26,0.92,0.98,0.94,3.83,4.3,5.47,3.71,2.2,3.47,21.74,1.04,0.99,5.28,0.42,0.65,0.52
2019M04,41 Sevilla,100,38.74,1.15,1.84,1.03,1.91,0.86,3.84,2.51,9.33,5.05,2.87,2.03,23.19,1.38,0.63,2.74,0.5,0.35,0.06,100,33.43,1.32,1.91,1.24,2.19,0.95,4.47,2.8,9.48,5.93,2.36,2.29,25.21,1.44,0.75,3.3,0.56,0.34,0.05
2019M04,"07 Balears, Illes",100,9.89,1.25,1.51,34.19,0.66,0.58,3.28,1.6,14.14,5.17,1.54,1.28,17.58,1.01,0.32,5.15,0.24,0.48,0.12,100,14.71,1.83,2.35,25.08,0.6,0.9,3.05,1.58,13.2,4.54,2.01,1.38,17.65,1.42,0.34,8.68,0.22,0.23,0.24
