periodo;pais_origen;viajeros;pernoctaciones
2020M11;Austria;2165;11164
2020M11;Bélgica;9883;54091
2020M11;Dinamarca;1497;4814
2020M11;Finlandia;1003;4137
2020M11;Francia;25151;56547
2020M11;Grecia;619;1613
2020M11;Irlanda;3914;17278
2020M11;Italia;14675;47670
2020M11;Luxemburgo;984;7720
2020M11;Países Bajos;10181;35441
2020M11;Polonia;6531;30508
2020M11;Portugal;12137;30454
2020M11;República Checa;2670;13409
2020M11;Suecia;5233;32627
2020M11;Resto de la U.E.;14998;40538
2020M11;Noruega;638;2449
2020M11;Reino Unido;37808;209822
2020M11;Rusia;2487;6291
2020M11;Suiza;3921;14800
2020M11;Otros Países Europeos;9530;25020
2020M11;África;10081;38202
2020M11;UE28 sin España;190109;858981
2020M11;UE27_2020 sin España;152301;649159
2020M11;Resto del Mundo;14337;41910
2020M11;América (sin EEUU);23259;66819
2020M11;Estados Unidos de América;4718;17242
2020M11;Japón;823;3371
2020M11;Asia (sin Japón);;
2020M10;Total;2406759;5128825
2020M10;Residentes en España;1917987;3758168
2020M10;Residentes en el Extranjero;488772;1370657
2020M10;Alemania;29290;90260
2020M10;Austria;2542;8613
2020M10;Bélgica;16113;58651
2020M10;Dinamarca;2818;8059
2020M10;Finlandia;1636;4886
2020M10;Francia;141311;362132
2020M10;Grecia;970;2683
2020M10;Irlanda;6535;19604
2020M10;Italia;25499;76485
2020M10;Luxemburgo;1904;7535
2020M10;Países Bajos;14753;32987
2020M10;Polonia;10932;40732
2020M10;Portugal;24826;58152
2020M10;República Checa;3280;12739
2020M10;Suecia;10396;32024
2020M10;Resto de la U.E.;23423;53959
2020M10;Noruega;1407;4784
2020M10;Reino Unido;62795;205577
2020M10;Rusia;4644;9689
2020M10;Suiza;4347;11956
2020M10;Otros Países Europeos;16542;40660
2020M10;África;14006;36085
2020M10;UE28 sin España;379023;1075079
2020M10;UE27_2020 sin España;316229;869502
2020M10;Resto del Mundo;22926;55061
2020M10;América (sin EEUU);36437;106758
2020M10;Estados Unidos de América;8454;28036
2020M10;Japón;985;2548
2020M10;Asia (sin Japón);;
2020M09;Total;3513294;8219094
2020M09;Residentes en España;2905879;6393060
2020M09;Residentes en el Extranjero;607415;1826034
2020M09;Alemania;34990;164354
2020M09;Austria;2927;8195
2020M09;Bélgica;17195;84246
2020M09;Dinamarca;3101;7295
2020M09;Finlandia;1687;5249
2020M09;Francia;166701;430119
2020M09;Grecia;1049;3014
2020M09;Irlanda;7750;25180
2020M09;Italia;36063;109621
2020M09;Luxemburgo;2790;16078
2020M09;Países Bajos;18753;47225
2020M09;Polonia;10231;40675
2020M09;Portugal;38670;102677
2020M09;República Checa;3933;14481
2020M09;Suecia;9641;31174
2020M09;Resto de la U.E.;31798;85671
2020M09;Noruega;1428;5134
2020M09;Reino Unido;76414;264727
2020M09;Rusia;5617;13523
2020M09;Suiza;5754;19500
2020M09;Otros Países Europeos;23848;67484
2020M09;África;17314;43322
2020M09;UE28 sin España;463693;1439979
2020M09;UE27_2020 sin España;387279;1175252
2020M09;Resto del Mundo;30102;74134
2020M09;América (sin EEUU);48180;134460
2020M09;Estados Unidos de América;10267;25759
2020M09;Japón;1213;2739
2020M09;Asia (sin Japón);;
2020M08;Total;5924218;16927211
2020M08;Residentes en España;4648568;12058039
2020M08;Residentes en el Extranjero;1275650;4869172
2020M08;Alemania;154679;974152
2020M08;Austria;6185;27272
2020M08;Bélgica;51171;221157
2020M08;Dinamarca;5710;20346
2020M08;Finlandia;2105;6098
2020M08;Francia;370701;1185204
2020M08;Grecia;1918;5215
2020M08;Irlanda;10789;33687
2020M08;Italia;78631;289732
2020M08;Luxemburgo;5626;27324
2020M08;Países Bajos;75395;330280
2020M08;Polonia;40093;250137
2020M08;Portugal;60780;150202
2020M08;República Checa;7331;33319
2020M08;Suecia;11191;46440
2020M08;Resto de la U.E.;64693;198368
2020M08;Noruega;1707;5703
2020M08;Reino Unido;108767;405406
2020M08;Rusia;9232;29679
2020M08;Suiza;15804;68930
2020M08;Otros Países Europeos;34936;112137
2020M08;África;27953;71529
2020M08;UE28 sin España;1055766;4204340
2020M08;UE27_2020 sin España;946999;3798934
2020M08;Resto del Mundo;47751;133992
2020M08;América (sin EEUU);66909;204423
2020M08;Estados Unidos de América;13535;34256
2020M08;Japón;2058;4183
2020M08;Asia (sin Japón);;
2020M07;Total;4407783;11731245
2020M07;Residentes en España;3271958;7561439
2020M07;Residentes en el Extranjero;1135825;4169806
2020M07;Alemania;193212;1035844
2020M07;Austria;6472;24533
2020M07;Bélgica;63845;264295
2020M07;Dinamarca;11653;43655
2020M07;Finlandia;3549;10665
2020M07;Francia;235997;627180
2020M07;Grecia;1737;3805
2020M07;Irlanda;10409;32901
2020M07;Italia;59398;183420
2020M07;Luxemburgo;3420;14936
2020M07;Países Bajos;79401;307184
2020M07;Polonia;29209;135364
2020M07;Portugal;40539;91890
2020M07;República Checa;6330;25825
2020M07;Suecia;11882;38105
2020M07;Resto de la U.E.;46416;132729
2020M07;Noruega;3081;9318
2020M07;Reino Unido;151003;641145
2020M07;Rusia;8467;26989
2020M07;Suiza;28679;114813
2020M07;Otros Países Europeos;25099;70392
2020M07;África;18005;45528
2020M07;UE28 sin España;954473;3613477
2020M07;UE27_2020 sin España;803469;2972332
2020M07;Resto del Mundo;37223;95902
2020M07;América (sin EEUU);46979;158884
2020M07;Estados Unidos de América;12646;31095
2020M07;Japón;1173;3407
2020M07;Asia (sin Japón);;
2020M06;Total;944923;1870057
2020M06;Residentes en España;824393;1548421
2020M06;Residentes en el Extranjero;120530;321636
2020M06;Alemania;.;.
2020M06;Austria;.;.
2020M06;Bélgica;.;.
2020M06;Dinamarca;.;.
2020M06;Finlandia;.;.
2020M06;Francia;.;.
2020M06;Grecia;.;.
2020M06;Irlanda;.;.
2020M06;Italia;.;.
2020M06;Luxemburgo;.;.
2020M06;Países Bajos;.;.
2020M06;Polonia;.;.
2020M06;Portugal;.;.
2020M06;República Checa;.;.
2020M06;Suecia;.;.
2020M06;Resto de la U.E.;.;.
2020M06;Noruega;.;.
2020M06;Reino Unido;.;.
2020M06;Rusia;.;.
2020M06;Suiza;.;.
2020M06;Otros Países Europeos;.;.
2020M06;África;.;.
2020M06;UE28 sin España;.;.
2020M06;UE27_2020 sin España;.;.
2020M06;Resto del Mundo;.;.
2020M06;América (sin EEUU);.;.
2020M06;Estados Unidos de América;.;.
2020M06;Japón;.;.
2020M06;Asia (sin Japón);;
2020M05;Total;98561;271149
2020M05;Residentes en España;84804;220577
2020M05;Residentes en el Extranjero;13757;50571
2020M05;Alemania;.;.
2020M05;Austria;.;.
2020M05;Bélgica;.;.
2020M05;Dinamarca;.;.
2020M05;Finlandia;.;.
2020M05;Francia;.;.
2020M05;Grecia;.;.
2020M05;Irlanda;.;.
2020M05;Italia;.;.
2020M05;Luxemburgo;.;.
2020M05;Países Bajos;.;.
2020M05;Polonia;.;.
2020M05;Portugal;.;.
2020M05;República Checa;.;.
2020M05;Suecia;.;.
2020M05;Resto de la U.E.;.;.
2020M05;Noruega;.;.
2020M05;Reino Unido;.;.
2020M05;Rusia;.;.
2020M05;Suiza;.;.
2020M05;Otros Países Europeos;.;.
2020M05;África;.;.
2020M05;UE28 sin España;.;.
2020M05;UE27_2020 sin España;.;.
2020M05;Resto del Mundo;.;.
2020M05;América (sin EEUU);.;.
2020M05;Estados Unidos de América;.;.
2020M05;Japón;.;.
2020M05;Asia (sin Japón);;
2020M04;Total;0;0
2020M04;Residentes en España;0;0
2020M04;Residentes en el Extranjero;0;0
2020M04;Alemania;0;0
2020M04;Austria;0;0
2020M04;Bélgica;0;0
2020M04;Dinamarca;0;0
2020M04;Finlandia;0;0
2020M04;Francia;0;0
2020M04;Grecia;0;0
2020M04;Irlanda;0;0
2020M04;Italia;0;0
2020M04;Luxemburgo;0;0
2020M04;Países Bajos;0;0
2020M04;Polonia;0;0
2020M04;Portugal;0;0
2020M04;República Checa;0;0
2020M04;Suecia;0;0
2020M04;Resto de la U.E.;0;0
2020M04;Noruega;0;0
2020M04;Reino Unido;0;0
2020M04;Rusia;0;0
2020M04;Suiza;0;0
2020M04;Otros Países Europeos;0;0
2020M04;África;0;0
2020M04;UE28 sin España;0;0
2020M04;UE27_2020 sin España;0;0
2020M04;Resto del Mundo;0;0
2020M04;América (sin EEUU);0;0
2020M04;Estados Unidos de América;0;0
2020M04;Japón;0;0
2020M04;Asia (sin Japón);;
2020M03;Total;2656776;8372820
2020M03;Residentes en España;1455613;3080076
2020M03;Residentes en el Extranjero;1201164;5292744
2020M03;Alemania;176339;1137363
2020M03;Austria;10967;46634
2020M03;Bélgica;32002;158855
2020M03;Dinamarca;21058;134725
2020M03;Finlandia;18446;120603
2020M03;Francia;123112;353457
2020M03;Grecia;3598;11891
2020M03;Irlanda;20599;91609
2020M03;Italia;40218;126981
2020M03;Luxemburgo;1899;10052
2020M03;Países Bajos;50482;219257
2020M03;Polonia;17628;79038
2020M03;Portugal;30102;67326
2020M03;República Checa;3685;14063
2020M03;Suecia;32016;196070
2020M03;Resto de la U.E.;31118;90822
2020M03;Noruega;18738;156747
2020M03;Reino Unido;224705;1268669
2020M03;Rusia;17562;51486
2020M03;Suiza;19299;71204
2020M03;Otros Países Europeos;36286;115493
2020M03;África;25802;67794
2020M03;UE28 sin España;837973;4127415
2020M03;UE27_2020 sin España;613268;2858746
2020M03;Resto del Mundo;61092;155746
2020M03;América (sin EEUU);102402;353603
2020M03;Estados Unidos de América;61791;153128
2020M03;Japón;20218;40127
2020M03;Asia (sin Japón);;
2020M02;Total;6456402;17614206
2020M02;Residentes en España;3636463;7003972
2020M02;Residentes en el Extranjero;2819939;10610233
2020M02;Alemania;314388;1832616
2020M02;Austria;24443;107347
2020M02;Bélgica;70229;323427
2020M02;Dinamarca;44216;251149
2020M02;Finlandia;37853;204385
2020M02;Francia;298092;781690
2020M02;Grecia;8452;24504
2020M02;Irlanda;50006;210139
2020M02;Italia;155952;476649
2020M02;Luxemburgo;4156;21956
2020M02;Países Bajos;103069;412090
2020M02;Polonia;45053;207409
2020M02;Portugal;104469;218164
2020M02;República Checa;11122;38463
2020M02;Suecia;72731;399812
2020M02;Resto de la U.E.;74880;212280
2020M02;Noruega;47395;286001
2020M02;Reino Unido;491656;2415390
2020M02;Rusia;36014;113722
2020M02;Suiza;41372;161763
2020M02;Otros Países Europeos;82386;253433
2020M02;África;60130;133926
2020M02;UE28 sin España;1910767;8137470
2020M02;UE27_2020 sin España;1419112;5722080
2020M02;Resto del Mundo;249876;544877
2020M02;América (sin EEUU);208281;561541
2020M02;Estados Unidos de América;133954;323539
2020M02;Japón;49764;93962
2020M02;Asia (sin Japón);;
2020M01;Total;5577618;15968171
2020M01;Residentes en España;2926703;5705057
2020M01;Residentes en el Extranjero;2650914;10263114
2020M01;Alemania;256909;1716631
2020M01;Austria;18028;90098
2020M01;Bélgica;59462;296161
2020M01;Dinamarca;35445;211110
2020M01;Finlandia;33367;190258
2020M01;Francia;230833;639521
2020M01;Grecia;9121;26199
2020M01;Irlanda;40872;195765
2020M01;Italia;170520;540413
2020M01;Luxemburgo;3823;23080
2020M01;Países Bajos;88378;375682
2020M01;Polonia;44299;203471
2020M01;Portugal;75673;158040
2020M01;República Checa;8452;30120
2020M01;Suecia;68031;414921
2020M01;Resto de la U.E.;70114;213637
2020M01;Noruega;36706;243360
2020M01;Reino Unido;387907;2219874
2020M01;Rusia;54835;182460
2020M01;Suiza;31098;130676
2020M01;Otros Países Europeos;75628;227831
2020M01;África;69515;156123
2020M01;UE28 sin España;1601233;7544981
2020M01;UE27_2020 sin España;1213326;5325107
2020M01;Resto del Mundo;372356;736131
2020M01;América (sin EEUU);233932;638500
2020M01;Estados Unidos de América;126700;314837
2020M01;Japón;48910;88215
2020M01;Asia (sin Japón);;
2019M12;Total;6240788;16966744
2019M12;Residentes en España;3577792;7026688
2019M12;Residentes en el Extranjero;2662995;9940055
2019M12;Alemania;255317;1684211
2019M12;Austria;18458;83896
2019M12;Bélgica;61859;309081
2019M12;Dinamarca;29854;169094
2019M12;Finlandia;33607;202890
2019M12;Francia;253810;629209
2019M12;Grecia;11529;35963
2019M12;Irlanda;37102;168989
2019M12;Italia;184905;516721
2019M12;Luxemburgo;3877;21228
2019M12;Países Bajos;85905;357859
2019M12;Polonia;35100;162296
2019M12;Portugal;85011;165400
2019M12;República Checa;9085;37309
2019M12;Suecia;66672;395554
2019M12;Resto de la U.E.;70797;207983
2019M12;Noruega;30895;210177
2019M12;Reino Unido;406404;2209920
2019M12;Rusia;38017;104630
2019M12;Suiza;37522;139565
2019M12;Otros Países Europeos;70801;202537
2019M12;África;64822;152593
2019M12;UE28 sin España;1649291;7357603
2019M12;UE27_2020 sin España;1242887;5147683
2019M12;Resto del Mundo;345075;728111
2019M12;América (sin EEUU);220424;559336
2019M12;Estados Unidos de América;155987;388787
2019M12;Japón;50161;96717
2019M12;Asia (sin Japón);;
2019M11;Total;6693210;18339394
2019M11;Residentes en España;3585911;7200004
2019M11;Residentes en el Extranjero;3107299;11139390
2019M11;Alemania;328474;1966912
2019M11;Austria;24254;105806
2019M11;Bélgica;69703;316536
2019M11;Dinamarca;38806;199051
2019M11;Finlandia;40548;241854
2019M11;Francia;272545;670376
2019M11;Grecia;12846;35155
2019M11;Irlanda;44546;196533
2019M11;Italia;186213;515096
2019M11;Luxemburgo;4098;19638
2019M11;Países Bajos;103929;393656
2019M11;Polonia;43865;176049
2019M11;Portugal;88994;191458
2019M11;República Checa;16356;55879
2019M11;Suecia;79045;459426
2019M11;Resto de la U.E.;78571;231490
2019M11;Noruega;44834;294338
2019M11;Reino Unido;472378;2412658
2019M11;Rusia;42111;125303
2019M11;Suiza;50204;184242
2019M11;Otros Países Europeos;78758;219958
2019M11;África;62058;143434
2019M11;UE28 sin España;1905170;8187573
2019M11;UE27_2020 sin España;1432792;5774916
2019M11;Resto del Mundo;399268;748970
2019M11;América (sin EEUU);254886;622878
2019M11;Estados Unidos de América;217918;514040
2019M11;Japón;52092;98654
2019M11;Asia (sin Japón);;
2019M10;Total;9772631;30363238
2019M10;Residentes en España;4321124;8784169
2019M10;Residentes en el Extranjero;5451507;21579069
2019M10;Alemania;794579;4687973
2019M10;Austria;47750;174033
2019M10;Bélgica;122159;544885
2019M10;Dinamarca;66102;325600
2019M10;Finlandia;47081;214246
2019M10;Francia;564878;1663413
2019M10;Grecia;13097;36037
2019M10;Irlanda;102269;470852
2019M10;Italia;247283;693309
2019M10;Luxemburgo;6152;31819
2019M10;Países Bajos;203226;859349
2019M10;Polonia;76744;358846
2019M10;Portugal;119720;274570
2019M10;República Checa;24370;98838
2019M10;Suecia;112530;524757
2019M10;Resto de la U.E.;127706;426960
2019M10;Noruega;62176;323668
2019M10;Reino Unido;999824;5610669
2019M10;Rusia;81406;341300
2019M10;Suiza;112187;512893
2019M10;Otros Países Europeos;111275;363753
2019M10;África;68507;161395
2019M10;UE28 sin España;3675468;16996155
2019M10;UE27_2020 sin España;2675645;11385486
2019M10;Resto del Mundo;508229;973765
2019M10;América (sin EEUU);390925;939378
2019M10;Estados Unidos de América;369184;836384
2019M10;Japón;72149;130378
2019M10;Asia (sin Japón);;
2019M09;Total;11038778;37572668
2019M09;Residentes en España;4809515;11541054
2019M09;Residentes en el Extranjero;6229262;26031614
2019M09;Alemania;906606;5228687
2019M09;Austria;55424;230633
2019M09;Bélgica;152631;703041
2019M09;Dinamarca;60381;268002
2019M09;Finlandia;29073;109482
2019M09;Francia;583811;1874016
2019M09;Grecia;12436;33778
2019M09;Irlanda;134466;623853
2019M09;Italia;307720;1044581
2019M09;Luxemburgo;9594;56664
2019M09;Países Bajos;228067;1026726
2019M09;Polonia;114951;607327
2019M09;Portugal;171930;542491
2019M09;República Checa;40357;228732
2019M09;Suecia;107777;498376
2019M09;Resto de la U.E.;139181;530936
2019M09;Noruega;62170;274966
2019M09;Reino Unido;1288851;7077730
2019M09;Rusia;134676;830709
2019M09;Suiza;111577;451509
2019M09;Otros Países Europeos;132952;539915
2019M09;África;73246;179229
2019M09;UE28 sin España;4343256;20685054
2019M09;UE27_2020 sin España;3054406;13607323
2019M09;Resto del Mundo;485952;993533
2019M09;América (sin EEUU);427227;1060141
2019M09;Estados Unidos de América;395413;888980
2019M09;Japón;62793;127577
2019M09;Asia (sin Japón);;
2019M08;Total;13028096;47059511
2019M08;Residentes en España;6432729;18245766
2019M08;Residentes en el Extranjero;6595367;28813745
2019M08;Alemania;780620;4672133
2019M08;Austria;54689;267388
2019M08;Bélgica;161421;696188
2019M08;Dinamarca;50118;266932
2019M08;Finlandia;23491;86727
2019M08;Francia;1004343;3515752
2019M08;Grecia;14863;39003
2019M08;Irlanda;120627;660174
2019M08;Italia;505996;1890616
2019M08;Luxemburgo;13073;67701
2019M08;Países Bajos;249016;1224221
2019M08;Polonia;112721;624191
2019M08;Portugal;265230;852750
2019M08;República Checa;42432;245632
2019M08;Suecia;89722;473743
2019M08;Resto de la U.E.;156760;624664
2019M08;Noruega;45991;240845
2019M08;Reino Unido;1213674;7292820
2019M08;Rusia;150231;889849
2019M08;Suiza;85732;385774
2019M08;Otros Países Europeos;130607;535253
2019M08;África;121970;333480
2019M08;UE28 sin España;4858794;23500633
2019M08;UE27_2020 sin España;3645120;16207813
2019M08;Resto del Mundo;460771;1122472
2019M08;América (sin EEUU);380558;958864
2019M08;Estados Unidos de América;304733;735546
2019M08;Japón;55978;111030
2019M08;Asia (sin Japón);;
2019M07;Total;12124664;43199530
2019M07;Residentes en España;5669457;14871768
2019M07;Residentes en el Extranjero;6455207;28327761
2019M07;Alemania;807451;4943147
2019M07;Austria;57641;282897
2019M07;Bélgica;195795;924835
2019M07;Dinamarca;87724;450541
2019M07;Finlandia;30525;118991
2019M07;Francia;659982;2214272
2019M07;Grecia;11731;30313
2019M07;Irlanda;127557;736783
2019M07;Italia;337987;1271142
2019M07;Luxemburgo;8965;52035
2019M07;Países Bajos;260113;1187060
2019M07;Polonia;118142;704881
2019M07;Portugal;188770;607396
2019M07;República Checa;43112;249138
2019M07;Suecia;119219;563255
2019M07;Resto de la U.E.;142265;572795
2019M07;Noruega;89161;479224
2019M07;Reino Unido;1253705;7201443
2019M07;Rusia;147768;902940
2019M07;Suiza;123579;583932
2019M07;Otros Países Europeos;153207;636816
2019M07;África;101141;251936
2019M07;UE28 sin España;4450685;22110924
2019M07;UE27_2020 sin España;3196980;14909480
2019M07;Resto del Mundo;488326;1137277
2019M07;América (sin EEUU);431071;1094219
2019M07;Estados Unidos de América;418781;1025523
2019M07;Japón;51490;104970
2019M07;Asia (sin Japón);;
2019M06;Total;11371775;37163185
2019M06;Residentes en España;5183371;11606159
2019M06;Residentes en el Extranjero;6188404;25557026
2019M06;Alemania;889958;5066606
2019M06;Austria;56112;241958
2019M06;Bélgica;140343;620360
2019M06;Dinamarca;51061;247667
2019M06;Finlandia;30599;123849
2019M06;Francia;550865;1705922
2019M06;Grecia;12481;33130
2019M06;Irlanda;135052;708098
2019M06;Italia;305229;991891
2019M06;Luxemburgo;8388;44993
2019M06;Países Bajos;211333;964864
2019M06;Polonia;122885;634333
2019M06;Portugal;188112;524157
2019M06;República Checa;39179;191548
2019M06;Suecia;110404;531554
2019M06;Resto de la U.E.;138950;533544
2019M06;Noruega;66025;324399
2019M06;Reino Unido;1277761;6996210
2019M06;Rusia;137310;790583
2019M06;Suiza;99019;402026
2019M06;Otros Países Europeos;146399;568004
2019M06;África;69037;170448
2019M06;UE28 sin España;4268712;20160683
2019M06;UE27_2020 sin España;2990951;13164473
2019M06;Resto del Mundo;509958;1084270
2019M06;América (sin EEUU);402060;975806
2019M06;Estados Unidos de América;426387;963401
2019M06;Japón;63496;117407
2019M06;Asia (sin Japón);;
2019M05;Total;10509949;31905788
2019M05;Residentes en España;4578814;9830228
2019M05;Residentes en el Extranjero;5931136;22075560
2019M05;Alemania;822439;4314258
2019M05;Austria;57663;202458
2019M05;Bélgica;135524;577326
2019M05;Dinamarca;62315;272581
2019M05;Finlandia;30999;126669
2019M05;Francia;671626;1948573
2019M05;Grecia;15946;39968
2019M05;Irlanda;132592;578565
2019M05;Italia;276077;758594
2019M05;Luxemburgo;8562;37564
2019M05;Países Bajos;239622;976050
2019M05;Polonia;95732;469350
2019M05;Portugal;121252;276475
2019M05;República Checa;28403;97093
2019M05;Suecia;106748;458130
2019M05;Resto de la U.E.;123738;407876
2019M05;Noruega;54047;230849
2019M05;Reino Unido;1233243;6178593
2019M05;Rusia;100230;398259
2019M05;Suiza;102662;362212
2019M05;Otros Países Europeos;117777;390625
2019M05;África;42129;119204
2019M05;UE28 sin España;4162482;17720120
2019M05;UE27_2020 sin España;2929238;11541528
2019M05;Resto del Mundo;498567;921999
2019M05;América (sin EEUU);405423;955719
2019M05;Estados Unidos de América;383202;855181
2019M05;Japón;64617;121393
2019M05;Asia (sin Japón);;
2019M04;Total;9138989;26808982
2019M04;Residentes en España;4470668;10124829
2019M04;Residentes en el Extranjero;4668321;16684153
2019M04;Alemania;623576;3261354
2019M04;Austria;50044;175603
2019M04;Bélgica;124768;523349
2019M04;Dinamarca;54958;260684
2019M04;Finlandia;37863;176762
2019M04;Francia;559413;1619949
2019M04;Grecia;12025;34899
2019M04;Irlanda;88606;369821
2019M04;Italia;277922;761375
2019M04;Luxemburgo;8556;41629
2019M04;Países Bajos;174611;664701
2019M04;Polonia;69885;273154
2019M04;Portugal;166936;369100
2019M04;República Checa;18122;61648
2019M04;Suecia;92964;423259
2019M04;Resto de la U.E.;114744;336874
2019M04;Noruega;52038;248652
2019M04;Reino Unido;761270;3721076
2019M04;Rusia;61584;190156
2019M04;Suiza;98933;350202
2019M04;Otros Países Europeos;96445;333253
2019M04;África;72187;183020
2019M04;UE28 sin España;3236262;13075235
2019M04;UE27_2020 sin España;2474993;9354159
2019M04;Resto del Mundo;432519;851156
2019M04;América (sin EEUU);298214;717286
2019M04;Estados Unidos de América;264691;631339
2019M04;Japón;55448;103855
2019M04;Asia (sin Japón);;
2019M03;Total;7534311;21520914
2019M03;Residentes en España;4033782;8482404
2019M03;Residentes en el Extranjero;3500530;13038510
2019M03;Alemania;462680;2569349
2019M03;Austria;32049;122521
2019M03;Bélgica;85292;376899
2019M03;Dinamarca;50413;273261
2019M03;Finlandia;44251;242644
2019M03;Francia;320467;836118
2019M03;Grecia;10937;31171
2019M03;Irlanda;54693;224832
2019M03;Italia;220982;646338
2019M03;Luxemburgo;4252;20382
2019M03;Países Bajos;125892;495958
2019M03;Polonia;46805;203473
2019M03;Portugal;106412;227504
2019M03;República Checa;12775;42231
2019M03;Suecia;87359;477882
2019M03;Resto de la U.E.;88547;263606
2019M03;Noruega;49303;301693
2019M03;Reino Unido;589731;2942722
2019M03;Rusia;52315;170397
2019M03;Suiza;58586;202100
2019M03;Otros Países Europeos;79507;281329
2019M03;África;55944;150589
2019M03;UE28 sin España;2343537;9996892
2019M03;UE27_2020 sin España;1753806;7054170
2019M03;Resto del Mundo;359030;707283
2019M03;América (sin EEUU);215985;576751
2019M03;Estados Unidos de América;230860;544597
2019M03;Japón;55463;106878
2019M03;Asia (sin Japón);;
2019M02;Total;6011298;16589486
2019M02;Residentes en España;3315368;6396288
2019M02;Residentes en el Extranjero;2695930;10193198
2019M02;Alemania;304760;1770544
2019M02;Austria;24985;113628
2019M02;Bélgica;61971;290979
2019M02;Dinamarca;42841;245841
2019M02;Finlandia;35044;200791
2019M02;Francia;280428;756204
2019M02;Grecia;8517;24663
2019M02;Irlanda;42336;184225
2019M02;Italia;163134;482168
2019M02;Luxemburgo;4858;22487
2019M02;Países Bajos;88822;371518
2019M02;Polonia;44017;211348
2019M02;Portugal;75517;155429
2019M02;República Checa;10209;36218
2019M02;Suecia;68048;382028
2019M02;Resto de la U.E.;70262;202912
2019M02;Noruega;42549;281119
2019M02;Reino Unido;462912;2345542
2019M02;Rusia;35514;112468
2019M02;Suiza;42969;159903
2019M02;Otros Países Europeos;56504;178293
2019M02;África;50459;144708
2019M02;UE28 sin España;1788662;7796525
2019M02;UE27_2020 sin España;1325750;5450984
2019M02;Resto del Mundo;341413;685650
2019M02;América (sin EEUU);170123;431601
2019M02;Estados Unidos de América;121012;307577
2019M02;Japón;46725;95353
2019M02;Asia (sin Japón);;
2019M01;Total;5251558;15506154
2019M01;Residentes en España;2755656;5499882
2019M01;Residentes en el Extranjero;2495901;10006273
2019M01;Alemania;259171;1751999
2019M01;Austria;17321;90446
2019M01;Bélgica;60079;302953
2019M01;Dinamarca;37544;213360
2019M01;Finlandia;31746;179145
2019M01;Francia;228378;634498
2019M01;Grecia;7940;22831
2019M01;Irlanda;38821;181798
2019M01;Italia;157742;501891
2019M01;Luxemburgo;3402;20828
2019M01;Países Bajos;86916;371134
2019M01;Polonia;42272;193585
2019M01;Portugal;70296;142134
2019M01;República Checa;11539;43165
2019M01;Suecia;69459;399175
2019M01;Resto de la U.E.;65444;200310
2019M01;Noruega;34868;231222
2019M01;Reino Unido;391932;2287003
2019M01;Rusia;50480;179439
2019M01;Suiza;31823;131703
2019M01;Otros Países Europeos;65183;196248
2019M01;África;67757;188149
2019M01;UE28 sin España;1580001;7536252
2019M01;UE27_2020 sin España;;
2019M01;Resto del Mundo;313519;655341
2019M01;América (sin EEUU);190844;509172
2019M01;Estados Unidos de América;121175;301379
2019M01;Japón;40251;77369
2019M01;Asia (sin Japón);;
2018M12;Total;6071139;16655848
2018M12;Residentes en España;3494108;6953070
2018M12;Residentes en el Extranjero;2577031;9702778
2018M12;Alemania;269907;1713490
2018M12;Austria;19732;88431
2018M12;Bélgica;62834;315551
2018M12;Dinamarca;28925;147830
2018M12;Finlandia;34787;212044
2018M12;Francia;244456;597195
2018M12;Grecia;9312;27890
2018M12;Irlanda;35294;149230
2018M12;Italia;179591;510619
2018M12;Luxemburgo;4110;23171
2018M12;Países Bajos;77730;334560
2018M12;Polonia;35676;166815
2018M12;Portugal;87374;174846
2018M12;República Checa;8582;34063
2018M12;Suecia;70421;417110
2018M12;Resto de la U.E.;64965;204172
2018M12;Noruega;32406;205556
2018M12;Reino Unido;421436;2202616
2018M12;Rusia;41414;113393
2018M12;Suiza;38519;139577
2018M12;Otros Países Europeos;55386;184056
2018M12;África;52883;152080
2018M12;UE28 sin España;1655131;7319635
2018M12;UE27_2020 sin España;;
2018M12;Resto del Mundo;339333;715222
2018M12;América (sin EEUU);178819;449004
2018M12;Estados Unidos de América;140107;339236
2018M12;Japón;43034;85019
2018M12;Asia (sin Japón);;
2018M11;Total;6485702;18261076
2018M11;Residentes en España;3551431;7155122
2018M11;Residentes en el Extranjero;2934271;11105954
2018M11;Alemania;343111;2105493
2018M11;Austria;25632;115382
2018M11;Bélgica;69361;341498
2018M11;Dinamarca;37593;193476
2018M11;Finlandia;40692;250466
2018M11;Francia;246356;621364
2018M11;Grecia;14853;39144
2018M11;Irlanda;40778;178787
2018M11;Italia;180760;504351
2018M11;Luxemburgo;4387;21121
2018M11;Países Bajos;98082;380868
2018M11;Polonia;43077;172433
2018M11;Portugal;80070;158933
2018M11;República Checa;12336;43564
2018M11;Suecia;82510;509229
2018M11;Resto de la U.E.;71763;212535
2018M11;Noruega;43195;283582
2018M11;Reino Unido;481441;2519361
2018M11;Rusia;42268;129939
2018M11;Suiza;50738;188245
2018M11;Otros Países Europeos;62261;226372
2018M11;África;56857;162035
2018M11;UE28 sin España;1872802;8368006
2018M11;UE27_2020 sin España;;
2018M11;Resto del Mundo;355925;687685
2018M11;América (sin EEUU);214302;520078
2018M11;Estados Unidos de América;187178;448253
2018M11;Japón;48747;91761
2018M11;Asia (sin Japón);;
2018M10;Total;9666570;31132356
2018M10;Residentes en España;4354922;9285954
