,periodo,provincia,viajeros_total,viajeros_esp,viajeros_ext,pernoc_total,pernoc_esp,pernoc_ext,provincia_simp,id,estancia_media_total,estancia_media_esp,estancia_media_ext,year,month,iso_date
312,2021M04,17 Girona,67238,52793,14445,118235,91696,26539,Girona,2021M04_Girona,1.7584550403045898,1.736896937093933,1.8372447213568708,2021,4,2021-04-01
313,2021M04,46 Valencia/València,89777,74992,14785,159720,126153,33567,Valencia,2021M04_Valencia,1.779074818717489,1.682219436739919,2.2703415623943184,2021,4,2021-04-01
314,2021M04,28 Madrid,293955,232440,61516,559997,403306,156690,Madrid,2021M04_Madrid,1.9050432889387832,1.7350972293925313,2.5471422069055207,2021,4,2021-04-01
315,2021M03,29 Málaga,71264,54084,17179,132489,87826,44664,Málaga,2021M03_Málaga,1.8591294342164346,1.6238813697211745,2.5999185051516385,2021,3,2021-03-01
316,2021M03,41 Sevilla,65969,60181,5788,103832,90713,13119,Sevilla,2021M03_Sevilla,1.5739514014158165,1.5073362024559247,2.26658604008293,2021,3,2021-03-01
317,2021M03,"07 Balears, Illes",31237,15381,15856,92653,33418,59235,Illes Balears,2021M03_Illes Balears,2.9661299100425778,2.172680579936285,3.7358097880928356,2021,3,2021-03-01
318,2021M03,08 Barcelona,173589,128268,45321,343994,231548,112446,Barcelona,2021M03_Barcelona,1.981657823940457,1.8051891352480745,2.48110147613689,2021,3,2021-03-01
319,2021M03,17 Girona,67372,54216,13155,107068,84848,22220,Girona,2021M03_Girona,1.5892061984207089,1.5649992622104176,1.6890916001520335,2021,3,2021-03-01
320,2021M03,46 Valencia/València,76967,64460,12506,130625,104122,26502,Valencia,2021M03_Valencia,1.6971559239674145,1.6152963077877753,2.1191428114505038,2021,3,2021-03-01
321,2021M03,28 Madrid,296799,235502,61297,582225,409239,172986,Madrid,2021M03_Madrid,1.9616811377396823,1.7377304651340542,2.822095697995008,2021,3,2021-03-01
322,2021M02,29 Málaga,41999,32358,9641,77630,52451,25179,Málaga,2021M02_Málaga,1.8483773423176741,1.6209592681871563,2.6116585416450575,2021,2,2021-02-01
323,2021M02,41 Sevilla,50381,46715,3666,80806,71801,9006,Sevilla,2021M02_Sevilla,1.6038982949921596,1.537000963288023,2.4566284779050735,2021,2,2021-02-01
324,2021M02,"07 Balears, Illes",14724,10810,3913,31923,20979,10944,Illes Balears,2021M02_Illes Balears,2.1680929095354524,1.9407030527289546,2.7968310759008435,2021,2,2021-02-01
325,2021M02,08 Barcelona,138992,105398,33594,269680,188427,81253,Barcelona,2021M02_Barcelona,1.9402555542765052,1.7877663712783924,2.418675954039412,2021,2,2021-02-01
326,2021M02,17 Girona,28130,20307,7823,46739,32579,14160,Girona,2021M02_Girona,1.6615357269818698,1.6043236322450387,1.8100472964335932,2021,2,2021-02-01
327,2021M02,46 Valencia/València,50306,42170,8136,88014,69806,18208,Valencia,2021M02_Valencia,1.7495726155925735,1.6553474033673228,2.2379547689282204,2021,2,2021-02-01
328,2021M02,28 Madrid,240372,196967,43405,464169,341895,122274,Madrid,2021M02_Madrid,1.9310443812091258,1.73579838247016,2.8170487271051723,2021,2,2021-02-01
329,2021M01,29 Málaga,46540,35051,11489,88931,58629,30302,Málaga,2021M01_Málaga,1.9108508809626128,1.672676956434909,2.6374793280529203,2021,1,2021-01-01
330,2021M01,41 Sevilla,47473,42298,5175,80671,69594,11077,Sevilla,2021M01_Sevilla,1.6993027615697345,1.6453260201427964,2.1404830917874396,2021,1,2021-01-01
331,2021M01,"07 Balears, Illes",11383,8309,3074,27607,16193,11414,Illes Balears,2021M01_Illes Balears,2.4252833172274446,1.94885064388013,3.7130774235523747,2021,1,2021-01-01
332,2021M01,08 Barcelona,118954,86559,32395,251913,174695,77219,Barcelona,2021M01_Barcelona,2.117734586478807,2.018218787185619,2.383670319493749,2021,1,2021-01-01
333,2021M01,17 Girona,29191,19655,9536,48099,31937,16162,Girona,2021M01_Girona,1.647733890582714,1.6248791656067159,1.6948406040268456,2021,1,2021-01-01
334,2021M01,46 Valencia/València,48238,38843,9394,90095,68510,21584,Valencia,2021M01_Valencia,1.8677183962850865,1.7637669592976855,2.297636789440068,2021,1,2021-01-01
335,2021M01,28 Madrid,227901,181252,46649,428861,318876,109984,Madrid,2021M01_Madrid,1.8817863897043015,1.7592964491426302,2.3576925550386933,2021,1,2021-01-01
336,2020M12,29 Málaga,47441,33614,13827,85623,56189,29434,Málaga,2020M12_Málaga,1.8048312640964566,1.6715951686797168,2.1287336370868593,2020,12,2020-12-01
337,2020M12,41 Sevilla,56059,48476,7583,83886,70679,13208,Sevilla,2020M12_Sevilla,1.4963877343513083,1.4580204637346317,1.7417908479493605,2020,12,2020-12-01
338,2020M12,"07 Balears, Illes",18997,12958,6040,44115,26637,17478,Illes Balears,2020M12_Illes Balears,2.322208769805759,2.055641302670165,2.893708609271523,2020,12,2020-12-01
339,2020M12,08 Barcelona,141562,102504,39058,253452,170139,83312,Barcelona,2020M12_Barcelona,1.7903957276670293,1.6598279091547647,2.1330329253930054,2020,12,2020-12-01
340,2020M12,17 Girona,37523,25094,12429,60570,41608,18962,Girona,2020M12_Girona,1.6142099512299124,1.6580855981509524,1.5256255531418457,2020,12,2020-12-01
341,2020M12,46 Valencia/València,69133,58247,10886,121076,97680,23396,Valencia,2020M12_Valencia,1.7513488493194278,1.6769962401497074,2.1491824361565315,2020,12,2020-12-01
342,2020M12,28 Madrid,247515,200945,46570,471444,358265,113179,Madrid,2020M12_Madrid,1.9047088055269377,1.7829007937495334,2.4302984754133563,2020,12,2020-12-01
343,2020M11,29 Málaga,39436,27867,11569,79548,51433,28116,Málaga,2020M11_Málaga,2.0171416979409678,1.84565974091219,2.4302878381882618,2020,11,2020-11-01
344,2020M11,41 Sevilla,45073,39888,5185,76808,65279,11528,Sevilla,2020M11_Sevilla,1.7040800479222595,1.6365573606097072,2.223336547733848,2020,11,2020-11-01
345,2020M11,"07 Balears, Illes",23073,16747,6326,49276,31589,17687,Illes Balears,2020M11_Illes Balears,2.1356563949204697,1.8862482832746164,2.7959215934239645,2020,11,2020-11-01
346,2020M11,08 Barcelona,100420,73902,26517,196787,137785,59002,Barcelona,2020M11_Barcelona,1.9596395140410277,1.8644285675624475,2.2250631670249272,2020,11,2020-11-01
347,2020M11,17 Girona,21251,14092,7159,38018,26377,11641,Girona,2020M11_Girona,1.788998164792245,1.871771217712177,1.6260650928900684,2020,11,2020-11-01
348,2020M11,46 Valencia/València,69351,56524,12827,134613,98527,36086,Valencia,2020M11_Valencia,1.9410390621620452,1.7431002759889604,2.8132844780541046,2020,11,2020-11-01
349,2020M11,28 Madrid,205367,167173,38193,406497,304090,102407,Madrid,2020M11_Madrid,1.979368642479074,1.8190138359663344,2.681302856544393,2020,11,2020-11-01
350,2020M10,29 Málaga,111861,78185,33676,245753,151439,94314,Málaga,2020M10_Málaga,2.196949785894995,1.9369316365031655,2.8006295284475593,2020,10,2020-10-01
351,2020M10,41 Sevilla,90734,73603,17132,167238,128385,38853,Sevilla,2020M10_Sevilla,1.8431679414552429,1.7442903142534951,2.2678613121643707,2020,10,2020-10-01
352,2020M10,"07 Balears, Illes",65438,38554,26885,170840,84054,86786,Illes Balears,2020M10_Illes Balears,2.6107154864146214,2.1801628884162474,3.228045378463827,2020,10,2020-10-01
353,2020M10,08 Barcelona,150321,97484,52837,304585,182900,121685,Barcelona,2020M10_Barcelona,2.0262305333253505,1.8762053260022158,2.303026288396389,2020,10,2020-10-01
354,2020M10,17 Girona,94514,59494,35020,171331,103386,67945,Girona,2020M10_Girona,1.8127578983007808,1.7377550677379232,1.9401770416904627,2020,10,2020-10-01
355,2020M10,46 Valencia/València,106407,86312,20095,200244,153219,47025,Valencia,2020M10_Valencia,1.8818686740533987,1.7751761052924275,2.3401343617815376,2020,10,2020-10-01
356,2020M10,28 Madrid,178846,142107,36739,384098,273851,110247,Madrid,2020M10_Madrid,2.1476465786207126,1.9270760764775838,3.0008165709464056,2020,10,2020-10-01
357,2020M09,29 Málaga,160548,114661,45886,430153,284717,145436,Málaga,2020M09_Málaga,2.67927971696938,2.4831198053392174,3.1695070391840647,2020,9,2020-09-01
358,2020M09,41 Sevilla,92286,76559,15728,160812,125264,35548,Sevilla,2020M09_Sevilla,1.7425394967817438,1.6361760211079037,2.260172939979654,2020,9,2020-09-01
359,2020M09,"07 Balears, Illes",162409,103005,59404,585444,329907,255537,Illes Balears,2020M09_Illes Balears,3.604750968234519,3.202825105577399,4.30168002154737,2020,9,2020-09-01
360,2020M09,08 Barcelona,192016,126463,65553,394794,238191,156603,Barcelona,2020M09_Barcelona,2.056047412715607,1.8834837066968204,2.388952450688756,2020,9,2020-09-01
361,2020M09,17 Girona,234219,178692,55528,486557,360339,126219,Girona,2020M09_Girona,2.077359223632583,2.016536834329461,2.273069442443452,2020,9,2020-09-01
362,2020M09,46 Valencia/València,121322,98927,22395,262717,214262,48455,Valencia,2020M09_Valencia,2.1654522675194934,2.165859674305296,2.163652601027015,2020,9,2020-09-01
363,2020M09,28 Madrid,223533,177448,46085,462533,333690,128843,Madrid,2020M09_Madrid,2.0691933629486474,1.8804945674225688,2.795768688293371,2020,9,2020-09-01
364,2020M08,29 Málaga,356755,257881,98874,1116283,752720,363562,Málaga,2020M08_Málaga,3.1289904836652607,2.9188656783555205,3.677023282157089,2020,8,2020-08-01
365,2020M08,41 Sevilla,93011,68940,24072,176499,120246,56252,Sevilla,2020M08_Sevilla,1.8976142606788444,1.7442123585726719,2.336822864739116,2020,8,2020-08-01
366,2020M08,"07 Balears, Illes",466211,209986,256226,2169131,725225,1443906,Illes Balears,2020M08_Illes Balears,4.6526808676757945,3.453682626460812,5.635282914302217,2020,8,2020-08-01
367,2020M08,08 Barcelona,266583,156639,109944,640096,345784,294312,Barcelona,2020M08_Barcelona,2.401113349313347,2.207521753841636,2.6769264352761404,2020,8,2020-08-01
368,2020M08,17 Girona,432036,324492,107544,1170335,836400,333935,Girona,2020M08_Girona,2.708883056041626,2.5775673976554123,3.1051011678940714,2020,8,2020-08-01
369,2020M08,46 Valencia/València,193567,149356,44211,450222,343180,107041,Valencia,2020M08_Valencia,2.3259233237070367,2.297731594311578,2.42113953540974,2020,8,2020-08-01
370,2020M08,28 Madrid,184995,139064,45930,423510,273236,150273,Madrid,2020M08_Madrid,2.289305116354496,1.9648219524823103,3.271783148269105,2020,8,2020-08-01
371,2020M07,29 Málaga,254361,171860,82501,728092,437133,290959,Málaga,2020M07_Málaga,2.8624356721352724,2.5435412545094844,3.526733009296857,2020,7,2020-07-01
372,2020M07,41 Sevilla,82847,64407,18440,148074,106281,41793,Sevilla,2020M07_Sevilla,1.7873187924728717,1.6501467231822629,2.2664316702819955,2020,7,2020-07-01
373,2020M07,"07 Balears, Illes",369051,105212,263839,1744346,321572,1422774,Illes Balears,2020M07_Illes Balears,4.72657166624667,3.056419419838041,5.392584113796671,2020,7,2020-07-01
374,2020M07,08 Barcelona,215995,112921,103074,511597,229362,282234,Barcelona,2020M07_Barcelona,2.368559457394847,2.031172235456647,2.738168694336108,2020,7,2020-07-01
375,2020M07,17 Girona,305377,197564,107813,774095,424641,349454,Girona,2020M07_Girona,2.534883111694725,2.1493845032495797,3.2412974316640852,2020,7,2020-07-01
376,2020M07,46 Valencia/València,155260,115693,39567,349185,258944,90241,Valencia,2020M07_Valencia,2.249033878655159,2.238199372477159,2.2807137260848687,2020,7,2020-07-01
377,2020M07,28 Madrid,210634,161723,48911,464238,304223,160015,Madrid,2020M07_Madrid,2.204003152387554,1.881136263858573,3.2715544560528307,2020,7,2020-07-01
378,2020M06,29 Málaga,38424,33300,5124,72945,63179,9765,Málaga,2020M06_Málaga,1.898422860712055,1.8972672672672672,1.9057377049180328,2020,6,2020-06-01
379,2020M06,41 Sevilla,28001,25320,2680,49112,40774,8339,Sevilla,2020M06_Sevilla,1.753937359380022,1.610347551342812,3.1115671641791045,2020,6,2020-06-01
380,2020M06,"07 Balears, Illes",23769,17945,5824,68908,51712,17196,Illes Balears,2020M06_Illes Balears,2.8990702175102023,2.88169406519922,2.95260989010989,2020,6,2020-06-01
381,2020M06,08 Barcelona,52177,38071,14106,105645,72914,32731,Barcelona,2020M06_Barcelona,2.0247427027234224,1.915211053032492,2.320360130440947,2020,6,2020-06-01
382,2020M06,17 Girona,61777,45154,16623,108260,78548,29712,Girona,2020M06_Girona,1.7524321349369507,1.739557957213093,1.7874029958491247,2020,6,2020-06-01
383,2020M06,46 Valencia/València,41028,35476,5552,82116,70783,11333,Valencia,2020M06_Valencia,2.001462415911085,1.9952362160333748,2.0412463976945245,2020,6,2020-06-01
384,2020M06,28 Madrid,101088,85913,15175,249788,157408,92380,Madrid,2020M06_Madrid,2.4709955682177904,1.832179064867948,6.087644151565074,2020,6,2020-06-01
385,2020M05,29 Málaga,1520,1475,45,3056,2871,185,Málaga,2020M05_Málaga,2.0105263157894737,1.9464406779661017,4.111111111111111,2020,5,2020-05-01
386,2020M05,41 Sevilla,3445,3175,269,10893,7080,3813,Sevilla,2020M05_Sevilla,3.161973875181422,2.2299212598425195,14.174721189591079,2020,5,2020-05-01
387,2020M05,"07 Balears, Illes",2037,1878,158,5677,5055,622,Illes Balears,2020M05_Illes Balears,2.7869415807560136,2.691693290734824,3.9367088607594938,2020,5,2020-05-01
388,2020M05,08 Barcelona,6240,3512,2728,16695,10758,5937,Barcelona,2020M05_Barcelona,2.675480769230769,3.0632118451025057,2.1763196480938416,2020,5,2020-05-01
389,2020M05,17 Girona,1301,1002,300,2712,1788,923,Girona,2020M05_Girona,2.0845503458877785,1.784431137724551,3.0766666666666667,2020,5,2020-05-01
390,2020M05,46 Valencia/València,6600,5950,650,13809,12269,1539,Valencia,2020M05_Valencia,2.0922727272727273,2.062016806722689,2.3676923076923075,2020,5,2020-05-01
391,2020M05,28 Madrid,14942,11479,3464,33909,26084,7825,Madrid,2020M05_Madrid,2.2693749163431938,2.272323373116125,2.2589491916859123,2020,5,2020-05-01
392,2020M04,29 Málaga,0,0,0,0,0,0,Málaga,2020M04_Málaga,,,,2020,4,2020-04-01
393,2020M04,41 Sevilla,0,0,0,0,0,0,Sevilla,2020M04_Sevilla,,,,2020,4,2020-04-01
394,2020M04,"07 Balears, Illes",0,0,0,0,0,0,Illes Balears,2020M04_Illes Balears,,,,2020,4,2020-04-01
395,2020M04,08 Barcelona,0,0,0,0,0,0,Barcelona,2020M04_Barcelona,,,,2020,4,2020-04-01
396,2020M04,17 Girona,0,0,0,0,0,0,Girona,2020M04_Girona,,,,2020,4,2020-04-01
397,2020M04,46 Valencia/València,0,0,0,0,0,0,Valencia,2020M04_Valencia,,,,2020,4,2020-04-01
398,2020M04,28 Madrid,0,0,0,0,0,0,Madrid,2020M04_Madrid,,,,2020,4,2020-04-01
399,2020M03,29 Málaga,175972,75319,100653,606040,187781,418259,Málaga,2020M03_Málaga,3.4439569931580025,2.4931425005642667,4.155454879635977,2020,3,2020-03-01
400,2020M03,41 Sevilla,118173,64032,54140,239366,110945,128421,Sevilla,2020M03_Sevilla,2.025555753006186,1.7326493003498251,2.37201699298116,2020,3,2020-03-01
401,2020M03,"07 Balears, Illes",82107,26387,55721,363780,75721,288059,Illes Balears,2020M03_Illes Balears,4.430560122766634,2.8696327737143292,5.169666732470702,2020,3,2020-03-01
402,2020M03,08 Barcelona,308271,107587,200684,730087,204754,525333,Barcelona,2020M03_Barcelona,2.3683285161432637,1.903148149869408,2.6177124235115903,2020,3,2020-03-01
403,2020M03,17 Girona,68175,38205,29969,145900,71518,74382,Girona,2020M03_Girona,2.14008067473414,1.871953932731318,2.481964696853415,2020,3,2020-03-01
404,2020M03,46 Valencia/València,75622,46360,29262,175137,98167,76970,Valencia,2020M03_Valencia,2.3159530295416677,2.1174935289042276,2.630373863714032,2020,3,2020-03-01
405,2020M03,28 Madrid,337077,194620,142457,788654,356134,432520,Madrid,2020M03_Madrid,2.3396849977898224,1.829894152707841,3.0361442400162857,2020,3,2020-03-01
406,2020M02,29 Málaga,377960,180952,197008,1146360,393482,752878,Málaga,2020M02_Málaga,3.0330193671287966,2.1745103673902473,3.821560545764639,2020,2,2020-02-01
407,2020M02,41 Sevilla,260700,140299,120401,519103,238925,280178,Sevilla,2020M02_Sevilla,1.9911891062523974,1.7029700853177856,2.3270404730857717,2020,2,2020-02-01
408,2020M02,"07 Balears, Illes",142452,57578,84874,530990,149209,381782,Illes Balears,2020M02_Illes Balears,3.7275011933844384,2.5914238077043317,4.498220892146005,2020,2,2020-02-01
409,2020M02,08 Barcelona,795067,244403,550665,1769783,410832,1358952,Barcelona,2020M02_Barcelona,2.225954542195815,1.680961362994726,2.46783797771785,2020,2,2020-02-01
410,2020M02,17 Girona,158999,93527,65473,304085,172439,131645,Girona,2020M02_Girona,1.9124963050082076,1.8437349642349268,2.0106761565836297,2020,2,2020-02-01
411,2020M02,46 Valencia/València,237339,137049,100291,474951,234391,240559,Valencia,2020M02_Valencia,2.00115025343496,1.710271508730454,2.39861004476972,2020,2,2020-02-01
412,2020M02,28 Madrid,954082,562388,391693,1866712,938373,928339,Madrid,2020M02_Madrid,1.9565530006854757,1.6685508936890545,2.3700678847975327,2020,2,2020-02-01
413,2020M01,29 Málaga,291494,118980,172514,870774,241129,629646,Málaga,2020M01_Málaga,2.9872793265041477,2.026634728525803,3.6498255214069584,2020,1,2020-01-01
414,2020M01,41 Sevilla,251600,123932,127669,482486,210463,272023,Sevilla,2020M01_Sevilla,1.9176709062003179,1.6982135364554756,2.1306895174239635,2020,1,2020-01-01
415,2020M01,"07 Balears, Illes",67682,26331,41350,231162,55272,175890,Illes Balears,2020M01_Illes Balears,3.4154132561094532,2.0991227070753107,4.253688029020556,2020,1,2020-01-01
416,2020M01,08 Barcelona,778589,220231,558358,1801084,371958,1429126,Barcelona,2020M01_Barcelona,2.3132666914122857,1.6889447897889034,2.5595155796102143,2020,1,2020-01-01
417,2020M01,17 Girona,112274,68163,44112,209492,130132,79360,Girona,2020M01_Girona,1.86589949587616,1.909129586432522,1.799056945955749,2020,1,2020-01-01
418,2020M01,46 Valencia/València,208418,109227,99192,401798,191506,210292,Valencia,2020M01_Valencia,1.9278469230104884,1.7532844443223745,2.120050004032583,2020,1,2020-01-01
419,2020M01,28 Madrid,928608,536968,391639,1880444,920594,959850,Madrid,2020M01_Madrid,2.025013784072504,1.7144299101622442,2.450853975216973,2020,1,2020-01-01
420,2019M12,29 Málaga,294612,144623,149989,836158,309464,526694,Málaga,2019M12_Málaga,2.8381668092270513,2.1397979574479855,3.511550847062118,2019,12,2019-12-01
421,2019M12,41 Sevilla,268616,143278,125338,519014,257207,261808,Sevilla,2019M12_Sevilla,1.9321782767966167,1.7951604572928153,2.0888158419633314,2019,12,2019-12-01
422,2019M12,"07 Balears, Illes",87057,28477,58580,287999,57813,230187,Illes Balears,2019M12_Illes Balears,3.3081659142860427,2.0301646943147102,3.929446910208262,2019,12,2019-12-01
423,2019M12,08 Barcelona,804389,242449,561939,1816820,428605,1388215,Barcelona,2019M12_Barcelona,2.258633571567985,1.767815086884252,2.470401591631832,2019,12,2019-12-01
424,2019M12,17 Girona,147322,95664,51658,278623,177365,101258,Girona,2019M12_Girona,1.891251815750533,1.8540412276300384,1.960161059274459,2019,12,2019-12-01
425,2019M12,46 Valencia/València,216380,126829,89551,429182,229526,199656,Valencia,2019M12_Valencia,1.9834642758110732,1.8097280590401248,2.229522841732644,2019,12,2019-12-01
426,2019M12,28 Madrid,981552,569533,412019,2015192,1003989,1011203,Madrid,2019M12_Madrid,2.0530669796404064,1.7628284928177997,2.454263031559224,2019,12,2019-12-01
427,2019M11,29 Málaga,328244,141564,186681,1028176,302882,725294,Málaga,2019M11_Málaga,3.1323527619697544,2.139541126275042,3.885205243168828,2019,11,2019-11-01
428,2019M11,41 Sevilla,291063,142107,148955,576356,255413,320944,Sevilla,2019M11_Sevilla,1.9801761130751763,1.797328773389066,2.1546373065690982,2019,11,2019-11-01
429,2019M11,"07 Balears, Illes",118428,45381,73047,393987,91267,302720,Illes Balears,2019M11_Illes Balears,3.326806160705239,2.0111280051122717,4.14418114364724,2019,11,2019-11-01
430,2019M11,08 Barcelona,903909,246900,657009,2024675,438155,1586520,Barcelona,2019M11_Barcelona,2.2399102122005643,1.7746253543944916,2.4147614416240875,2019,11,2019-11-01
431,2019M11,17 Girona,165716,88950,76766,326422,162293,164130,Girona,2019M11_Girona,1.9697675541287505,1.8245418774592468,2.138055910168564,2019,11,2019-11-01
432,2019M11,46 Valencia/València,265703,146636,119067,545111,273164,271947,Valencia,2019M11_Valencia,2.051580147758964,1.862871327641234,2.283982967572879,2019,11,2019-11-01
433,2019M11,28 Madrid,1058042,561920,496122,2135453,985092,1150362,Madrid,2019M11_Madrid,2.018306456643498,1.7530822892938496,2.318707898460459,2019,11,2019-11-01
434,2019M10,29 Málaga,536722,158911,377811,1962760,349271,1613489,Málaga,2019M10_Málaga,3.6569397192587596,2.1979032288513696,4.270624730354595,2019,10,2019-10-01
435,2019M10,41 Sevilla,362912,142151,220761,698740,245043,453697,Sevilla,2019M10_Sevilla,1.9253703377127238,1.723821851411527,2.055150139743886,2019,10,2019-10-01
436,2019M10,"07 Balears, Illes",1014323,119164,895159,5826078,294200,5531878,Illes Balears,2019M10_Illes Balears,5.743809417710137,2.4688664361719983,6.179771414910647,2019,10,2019-10-01
437,2019M10,08 Barcelona,1183573,273040,910533,2965398,504947,2460452,Barcelona,2019M10_Barcelona,2.505462696428526,1.84935174333431,2.7022106831932504,2019,10,2019-10-01
438,2019M10,17 Girona,341230,121294,219936,981407,199624,781783,Girona,2019M10_Girona,2.8760865105647215,1.645786271373687,3.554593154372181,2019,10,2019-10-01
439,2019M10,46 Valencia/València,292391,147401,144989,650928,294473,356455,Valencia,2019M10_Valencia,2.2262244733935037,1.9977679934328805,2.458496851485285,2019,10,2019-10-01
440,2019M10,28 Madrid,1175876,564969,610908,2360610,943801,1416809,Madrid,2019M10_Madrid,2.0075331072323954,1.6705359055098599,2.319185540212274,2019,10,2019-10-01
441,2019M09,29 Málaga,609398,187689,421709,2231850,512241,1719609,Málaga,2019M09_Málaga,3.66238484537199,2.7292009654268496,4.077714727454239,2019,9,2019-09-01
442,2019M09,41 Sevilla,340505,134919,205586,660530,229295,431235,Sevilla,2019M09_Sevilla,1.9398540403224622,1.699501182190796,2.097589330012744,2019,9,2019-09-01
443,2019M09,"07 Balears, Illes",1570751,167143,1403608,9003638,608876,8394762,Illes Balears,2019M09_Illes Balears,5.732059377966336,3.642844749705342,5.980845079252897,2019,9,2019-09-01
444,2019M09,08 Barcelona,1168716,245882,922834,3336097,476973,2859125,Barcelona,2019M09_Barcelona,2.854497585384302,1.9398451289643,3.098200759833296,2019,9,2019-09-01
445,2019M09,17 Girona,453904,170976,282928,1541330,404156,1137174,Girona,2019M09_Girona,3.3957180372942295,2.363817143926633,4.019305264943731,2019,9,2019-09-01
446,2019M09,46 Valencia/València,302210,152626,149584,754360,377985,376375,Valencia,2019M09_Valencia,2.496145064690116,2.476543970227877,2.516144774842229,2019,9,2019-09-01
447,2019M09,28 Madrid,1079479,504841,574638,2271724,896359,1375365,Madrid,2019M09_Madrid,2.1044633568601148,1.775527344252943,2.3934459607613836,2019,9,2019-09-01
448,2019M08,29 Málaga,682101,316349,365752,2730223,1095971,1634252,Málaga,2019M08_Málaga,4.002666760494414,3.464436429386532,4.468197029681314,2019,8,2019-08-01
449,2019M08,41 Sevilla,318436,126336,192100,639241,221385,417856,Sevilla,2019M08_Sevilla,2.0074394854853095,1.7523508738601823,2.1752004164497656,2019,8,2019-08-01
450,2019M08,"07 Balears, Illes",1819172,218030,1601142,10848790,969715,9879075,Illes Balears,2019M08_Illes Balears,5.963586730666479,4.4476218868962984,6.170018024634917,2019,8,2019-08-01
451,2019M08,08 Barcelona,1284916,254028,1030887,4047723,612036,3435688,Barcelona,2019M08_Barcelona,3.1501849148115517,2.4093249563040295,3.3327493702025537,2019,8,2019-08-01
452,2019M08,17 Girona,650747,263556,387191,2433530,788605,1644925,Girona,2019M08_Girona,3.7395946504555533,2.9921724415304527,4.248355462807761,2019,8,2019-08-01
453,2019M08,46 Valencia/València,349487,182230,167257,985240,534628,450612,Valencia,2019M08_Valencia,2.819103428739839,2.933808922789881,2.6941293936875588,2019,8,2019-08-01
454,2019M08,28 Madrid,985547,470435,515112,2023616,833852,1189764,Madrid,2019M08_Madrid,2.053292232638322,1.7725126744396145,2.3097190513907657,2019,8,2019-08-01
455,2019M07,29 Málaga,647994,278502,369492,2501651,857409,1644242,Málaga,2019M07_Málaga,3.860608277237135,3.0786457547881163,4.45000703668821,2019,7,2019-07-01
456,2019M07,41 Sevilla,281611,118676,162935,563374,199980,363394,Sevilla,2019M07_Sevilla,2.000539751643224,1.6850921837608277,2.230300426550465,2019,7,2019-07-01
457,2019M07,"07 Balears, Illes",1803571,198977,1604594,10532392,776686,9755705,Illes Balears,2019M07_Illes Balears,5.839743486671719,3.903395869874408,6.079858830333405,2019,7,2019-07-01
458,2019M07,08 Barcelona,1328095,297667,1030428,3891104,614897,3276207,Barcelona,2019M07_Barcelona,2.9298386034131596,2.0657210910178154,3.179462320511477,2019,7,2019-07-01
459,2019M07,17 Girona,541440,211371,330070,2128859,551457,1577402,Girona,2019M07_Girona,3.931846557328605,2.608952978412365,4.778992334959251,2019,7,2019-07-01
460,2019M07,46 Valencia/València,349558,192539,157018,919604,521465,398139,Valencia,2019M07_Valencia,2.6307622769325834,2.7083603841299686,2.5356264886828264,2019,7,2019-07-01
461,2019M07,28 Madrid,1117908,528508,589400,2274448,907375,1367073,Madrid,2019M07_Madrid,2.034557405439446,1.7168614287768587,2.319431625381744,2019,7,2019-07-01
462,2019M06,29 Málaga,613455,219471,393984,2169935,521363,1648572,Málaga,2019M06_Málaga,3.5372358200683016,2.375543921520383,4.184362816764133,2019,6,2019-06-01
463,2019M06,41 Sevilla,314049,133446,180603,622390,233416,388974,Sevilla,2019M06_Sevilla,1.9818244923562884,1.7491419750310988,2.153751598810651,2019,6,2019-06-01
464,2019M06,"07 Balears, Illes",1654313,187072,1467241,9212919,648436,8564483,Illes Balears,2019M06_Illes Balears,5.569030165391918,3.4662375983578517,5.837134458483644,2019,6,2019-06-01
465,2019M06,08 Barcelona,1274805,296029,978776,3479875,547755,2932121,Barcelona,2019M06_Barcelona,2.729731213793482,1.8503423651061213,2.9957017744611636,2019,6,2019-06-01
466,2019M06,17 Girona,505766,205411,300355,1630836,443722,1187115,Girona,2019M06_Girona,3.2244872134544433,2.1601666901967276,3.95237302525345,2019,6,2019-06-01
467,2019M06,46 Valencia/València,349657,202987,146670,816902,472731,344171,Valencia,2019M06_Valencia,2.3362952836637048,2.328873277599058,2.3465671234744665,2019,6,2019-06-01
468,2019M06,28 Madrid,1172410,577243,595166,2325474,959259,1366216,Madrid,2019M06_Madrid,1.983498946614239,1.6617940797896207,2.2955209134930423,2019,6,2019-06-01
469,2019M05,29 Málaga,589935,184529,405405,1986844,412277,1574567,Málaga,2019M05_Málaga,3.367903243577682,2.2342125086029836,3.8839358172691507,2019,5,2019-05-01
470,2019M05,41 Sevilla,353822,151571,202251,705195,272421,432774,Sevilla,2019M05_Sevilla,1.993078440571813,1.7973161092821186,2.139786700683804,2019,5,2019-05-01
471,2019M05,"07 Balears, Illes",1406588,168744,1237844,7106545,514204,6592341,Illes Balears,2019M05_Illes Balears,5.052328755826156,3.0472431612383257,5.325663815472709,2019,5,2019-05-01
472,2019M05,08 Barcelona,1230382,292465,937917,3144447,550640,2593807,Barcelona,2019M05_Barcelona,2.5556672643130347,1.8827552014770998,2.765497373434963,2019,5,2019-05-01
